gene_symbol	ensembl
AP001273.1	ENSG00000279696
TAF1D	ENSG00000166012
SNORA25	ENSG00000207112
SNORA32	ENSG00000206799
SNORD6	ENSG00000202314
SNORA1	ENSG00000206834
SNORA8	ENSG00000207304
SNORD5	ENSG00000239195
SNORA18	ENSG00000207145
MIR1304	ENSG00000284458
SNORA40	ENSG00000210825
C11orf54	ENSG00000182919
AP001273.2	ENSG00000284057
MED17	ENSG00000042429
VSTM5	ENSG00000214376
Y_RNA	ENSG00000206911
AP002795.1	ENSG00000255995
HPRT1P3	ENSG00000256752
HEPHL1	ENSG00000181333
PHBP16	ENSG00000227593
PANX1	ENSG00000110218
AP002784.1	ENSG00000250519
ARPC3P3	ENSG00000256745
IZUMO1R	ENSG00000183560
GPR83	ENSG00000123901
MRE11	ENSG00000020922
MIR548L	ENSG00000221230
AP000786.1	ENSG00000255893
ANKRD49	ENSG00000168876
C11orf97	ENSG00000257057
FUT4	ENSG00000196371
PIWIL4	ENSG00000134627
AP000943.2	ENSG00000255929
AP000943.3	ENSG00000280167
AP000943.1	ENSG00000233536
LINC02700	ENSG00000255666
AMOTL1	ENSG00000166025
AP002383.2	ENSG00000256469
ST13P11	ENSG00000213368
CWC15	ENSG00000150316
KDM4D	ENSG00000186280
AP002383.1	ENSG00000255653
KDM4E	ENSG00000235268
AP002383.5	ENSG00000274486
AP002383.3	ENSG00000256779
AP002383.4	ENSG00000257012
KDM4F	ENSG00000255855
AP001264.1	ENSG00000277984
SRSF8	ENSG00000263465
ENDOD1	ENSG00000149218
BUD13P1	ENSG00000270689
AP000787.2	ENSG00000270578
AP000787.1	ENSG00000245552
SESN3	ENSG00000149212
AP000787.3	ENSG00000282834
AP001790.1	ENSG00000250390
AP000820.2	ENSG00000285842
AP000820.1	ENSG00000255605
AP001877.1	ENSG00000273600
FAM76B	ENSG00000077458
CEP57	ENSG00000166037
MTMR2	ENSG00000087053
RNA5SP345	ENSG00000222578
AP000870.1	ENSG00000242993
MAML2	ENSG00000184384
AP000779.1	ENSG00000285921
MIR1260B	ENSG00000266192
CCDC82	ENSG00000149231
JRKL	ENSG00000183340
JRKL-AS1	ENSG00000255679
RNA5SP346	ENSG00000200411
LINC02737	ENSG00000256684
AP003066.1	ENSG00000254587
AP003066.2	ENSG00000255376
MED28P5	ENSG00000255205
AP001836.1	ENSG00000270753
LINC02553	ENSG00000255039
RNA5SP347	ENSG00000199315
LINC02713	ENSG00000255502
AP003730.1	ENSG00000254555
AP001317.1	ENSG00000255380
AP003038.1	ENSG00000254939
AP003715.1	ENSG00000254599
AP002428.1	ENSG00000254830
CNTN5	ENSG00000149972
RN7SKP53	ENSG00000223269
RPA2P3	ENSG00000255547
RN7SL222P	ENSG00000242165
PPIAP43	ENSG00000255059
ARHGAP42-AS1	ENSG00000248027
ARHGAP42	ENSG00000165895
RN7SKP115	ENSG00000200047
PGR	ENSG00000082175
PGR-AS1	ENSG00000282728
AP001533.1	ENSG00000255504
TRPC6	ENSG00000137672
MIR3920	ENSG00000263885
AP003080.1	ENSG00000254506
AP000776.1	ENSG00000254534
ANGPTL5	ENSG00000187151
CEP126	ENSG00000110318
CFAP300	ENSG00000137691
RNA5SP535	ENSG00000274097
AP001527.1	ENSG00000260008
AP001527.2	ENSG00000277459
YAP1	ENSG00000137693
AP000942.2	ENSG00000254422
AP000942.1	ENSG00000243777
AP000942.3	ENSG00000270868
AP000942.4	ENSG00000271600
RNU6-952P	ENSG00000212466
AP000942.5	ENSG00000288528
BIRC3	ENSG00000023445
BIRC2	ENSG00000110330
TMEM123	ENSG00000152558
AP001830.1	ENSG00000255337
AP001830.2	ENSG00000255482
MMP7	ENSG00000137673
MMP20	ENSG00000137674
AP000851.1	ENSG00000256916
AP000851.2	ENSG00000281655
MMP27	ENSG00000137675
MMP8	ENSG00000118113
WTAPP1	ENSG00000255282
AP000619.1	ENSG00000225678
AP000619.3	ENSG00000256254
MMP10	ENSG00000166670
MMP1	ENSG00000196611
AP000619.2	ENSG00000256035
MMP3	ENSG00000149968
MMP12	ENSG00000262406
BOLA3P1	ENSG00000255469
RNU7-159P	ENSG00000238562
MMP13	ENSG00000137745
AP001486.3	ENSG00000276521
AP001486.1	ENSG00000239861
DCUN1D5	ENSG00000137692
AP001486.2	ENSG00000260966
DYNC2H1	ENSG00000187240
AP002961.1	ENSG00000285878
MTCO3P15	ENSG00000254895
MTATP6P15	ENSG00000254931
MTCO2P15	ENSG00000255417
MTCO1P15	ENSG00000255350
MTND2P26	ENSG00000254565
MTND1P36	ENSG00000253245
AP003461.1	ENSG00000254824
AP002989.1	ENSG00000254987
MIR4693	ENSG00000264200
PDGFD	ENSG00000170962
AP003043.1	ENSG00000255548
DDI1	ENSG00000170967
AP003304.1	ENSG00000280773
LINC02552	ENSG00000256422
AP001485.1	ENSG00000270449
AP002004.1	ENSG00000254569
CASP12	ENSG00000204403
CASP4LP	ENSG00000235505
CASP4	ENSG00000196954
AP001153.1	ENSG00000284715
CASP5	ENSG00000137757
CASP1	ENSG00000137752
CARD16	ENSG00000204397
AP001153.2	ENSG00000288255
CASP1P2	ENSG00000254750
CARD17	ENSG00000255221
CASP1P1	ENSG00000255430
CARD18	ENSG00000255501
OR2AL1P	ENSG00000254767
AP003181.1	ENSG00000255336
Metazoa_SRP	ENSG00000278640
GRIA4	ENSG00000152578
HSPD1P13	ENSG00000255403
RNU4-55P	ENSG00000222663
RNU6-277P	ENSG00000252081
AP000813.1	ENSG00000285813
MSANTD4	ENSG00000170903
KBTBD3	ENSG00000182359
AASDHPPT	ENSG00000149313
AP001001.1	ENSG00000254433
AP001001.2	ENSG00000287846
LINC02719	ENSG00000254580
AP002001.3	ENSG00000286345
AP002001.1	ENSG00000254811
AP002001.2	ENSG00000255065
AP003173.1	ENSG00000287802
GUCY1A2	ENSG00000152402
AP001282.2	ENSG00000274584
AP001282.1	ENSG00000213252
ASS1P13	ENSG00000255353
AP000766.1	ENSG00000261098
CWF19L2	ENSG00000152404
SMARCE1P1	ENSG00000225215
ALKBH8	ENSG00000137760
AP001823.1	ENSG00000270969
ELMOD1	ENSG00000110675
AP000889.2	ENSG00000255483
AP000889.1	ENSG00000254758
SLN	ENSG00000170290
AP002353.1	ENSG00000254702
SLC35F2	ENSG00000110660
AP001024.1	ENSG00000240652
RAB39A	ENSG00000179331
AP003307.1	ENSG00000288012
CUL5	ENSG00000166266
Y_RNA	ENSG00000200855
AP002433.1	ENSG00000255467
ACAT1	ENSG00000075239
AP002433.2	ENSG00000285696
NPAT	ENSG00000149308
ATM	ENSG00000149311
Y_RNA	ENSG00000206967
C11orf65	ENSG00000166323
POGLUT3	ENSG00000178202
EXPH5	ENSG00000110723
DDX10	ENSG00000178105
RPS2P39	ENSG00000240698
AP002453.1	ENSG00000254730
CYCSP29	ENSG00000255379
AP003027.1	ENSG00000203334
AP003123.1	ENSG00000255528
RNU6-654P	ENSG00000201243
RNA5SP349	ENSG00000200613
SNORD39	ENSG00000264997
AP003049.2	ENSG00000255028
C11orf87	ENSG00000185742
AP003049.1	ENSG00000254890
AP003102.1	ENSG00000254482
LINC02715	ENSG00000254659
RDX	ENSG00000137710
TFAMP2	ENSG00000254798
AP001981.2	ENSG00000287245
RPSAP50	ENSG00000224776
AP001981.1	ENSG00000270423
AP001889.1	ENSG00000255210
ZC3H12C	ENSG00000149289
LINC02732	ENSG00000254416
FDX1	ENSG00000137714
ARHGAP20	ENSG00000137727
HNRNPA1P60	ENSG00000233497
AP002963.1	ENSG00000255149
AP003973.4	ENSG00000287556
RNA5SP350	ENSG00000200168
AP003973.2	ENSG00000271390
LINC02550	ENSG00000271584
AP003973.3	ENSG00000287028
RPS17P15	ENSG00000239354
AP003973.1	ENSG00000270202
C11orf53	ENSG00000150750
COLCA1	ENSG00000196167
COLCA2	ENSG00000214290
AP002448.1	ENSG00000288097
MIR4491	ENSG00000264032
POU2AF1	ENSG00000110777
RNU2-60P	ENSG00000253099
AP002008.3	ENSG00000255428
AP002008.2	ENSG00000255093
BTG4	ENSG00000137707
AP002008.4	ENSG00000286028
MIR34B	ENSG00000207811
MIR34C	ENSG00000207562
AP002008.1	ENSG00000254980
HOATZ	ENSG00000183644
LAYN	ENSG00000204381
SIK2	ENSG00000170145
AP000925.1	ENSG00000235286
RN7SKP273	ENSG00000223324
PPP2R1B	ENSG00000137713
AP001781.1	ENSG00000254990
ALG9	ENSG00000086848
AP001781.2	ENSG00000258529
ALG9-IT1	ENSG00000254450
GNG5P3	ENSG00000254949
FDXACB1	ENSG00000255561
C11orf1	ENSG00000137720
RPL37AP8	ENSG00000176343
CRYAB	ENSG00000109846
HSPB2	ENSG00000170276
HSPB2-C11orf52	ENSG00000254445
C11orf52	ENSG00000149300
DIXDC1	ENSG00000150764
RNA5SP351	ENSG00000238965
AP000907.1	ENSG00000255286
AP000907.2	ENSG00000255334
DLAT	ENSG00000150768
PPIHP1	ENSG00000230911
RNU6-893P	ENSG00000238444
AP000907.3	ENSG00000271025
PIH1D2	ENSG00000150773
NKAPD1	ENSG00000150776
TIMM8B	ENSG00000150779
SDHD	ENSG00000204370
AP002884.2	ENSG00000255292
IL18	ENSG00000150782
AP002884.1	ENSG00000254638
TEX12	ENSG00000150783
BCO2	ENSG00000197580
KCTD9P4	ENSG00000214264
MRPS36P4	ENSG00000255231
RPS12P21	ENSG00000243930
PTS	ENSG00000150787
RPS6P16	ENSG00000243250
PLET1	ENSG00000188771
AP002884.3	ENSG00000268472
ST13P10	ENSG00000213234
LINC02762	ENSG00000250303
RNU6-44P	ENSG00000206772
LINC02763	ENSG00000254968
RPL23AP62	ENSG00000213233
LINC02764	ENSG00000255484
AP003063.1	ENSG00000212397
AP003100.2	ENSG00000285769
AP003100.3	ENSG00000287006
AP003100.1	ENSG00000254626
AC016902.1	ENSG00000288070
AP000802.1	ENSG00000247416
NCAM1	ENSG00000149294
RNU7-187P	ENSG00000238998
NCAM1-AS1	ENSG00000227487
AP000880.1	ENSG00000255129
TTC12	ENSG00000149292
AP002840.2	ENSG00000270179
ANKK1	ENSG00000170209
AP002840.1	ENSG00000256757
DRD2	ENSG00000149295
MIR4301	ENSG00000265140
TMPRSS5	ENSG00000166682
MTRF1LP1	ENSG00000256091
ZW10	ENSG00000086827
RPS29P19	ENSG00000243353
AP003170.5	ENSG00000257070
AP003170.4	ENSG00000256603
CLDN25	ENSG00000228607
ATF4P4	ENSG00000256167
AP003170.2	ENSG00000255870
LRRC37A13P	ENSG00000257101
USP28	ENSG00000048028
AP003170.3	ENSG00000256452
AP003170.1	ENSG00000255710
RNU6-1107P	ENSG00000201687
HTR3B	ENSG00000149305
HTR3A	ENSG00000166736
ZBTB16	ENSG00000109906
AP002755.1	ENSG00000286463
AP002518.2	ENSG00000256947
NNMT	ENSG00000166741
AP002518.1	ENSG00000256195
C11orf71	ENSG00000180425
RBM7	ENSG00000076053
AP002373.1	ENSG00000255663
REXO2	ENSG00000076043
AP002373.2	ENSG00000256533
NXPE2P1	ENSG00000255982
AC020549.3	ENSG00000270204
NXPE1	ENSG00000095110
AC020549.1	ENSG00000238724
NXPE4	ENSG00000137634
AC020549.2	ENSG00000256674
NXPE2	ENSG00000204361
AP003179.1	ENSG00000252870
CADM1	ENSG00000182985
AP000465.1	ENSG00000287897
AP000462.3	ENSG00000256972
AP000462.1	ENSG00000255580
AP000462.2	ENSG00000256315
AP003174.2	ENSG00000256281
AP003174.3	ENSG00000257087
RPL12P46	ENSG00000255903
AP003174.1	ENSG00000255689
AP000997.1	ENSG00000239153
AP000997.2	ENSG00000255599
AP000997.3	ENSG00000260254
AP000997.4	ENSG00000279771
LINC02698	ENSG00000256717
AP002991.1	ENSG00000279818
AP002991.2	ENSG00000288020
LINC00900	ENSG00000246100
LINC02703	ENSG00000257067
AP000797.2	ENSG00000244259
AP000797.1	ENSG00000239600
LINC02151	ENSG00000236437
AP000770.1	ENSG00000278945
LINC02702	ENSG00000237937
BUD13	ENSG00000137656
AP006216.1	ENSG00000226645
ZPR1	ENSG00000109917
APOA5	ENSG00000110243
AP006216.2	ENSG00000236267
AP006216.3	ENSG00000285513
APOA4	ENSG00000110244
APOC3	ENSG00000110245
APOA1	ENSG00000118137
APOA1-AS	ENSG00000235910
SIK3	ENSG00000160584
RNY4P6	ENSG00000200537
AP000936.3	ENSG00000234268
AP000936.1	ENSG00000224077
AP000936.2	ENSG00000225236
AP005018.2	ENSG00000254851
AP005018.1	ENSG00000254678
PAFAH1B2	ENSG00000168092
SIDT2	ENSG00000149577
TAGLN	ENSG00000149591
PCSK7	ENSG00000160613
AP000892.4	ENSG00000280143
RNF214	ENSG00000167257
AP000892.2	ENSG00000252992
BACE1	ENSG00000186318
BACE1-AS	ENSG00000278768
AP000892.3	ENSG00000276505
CEP164	ENSG00000110274
AP000892.1	ENSG00000250699
PRR13P3	ENSG00000271412
DSCAML1	ENSG00000177103
AP000711.1	ENSG00000279586
AP001554.1	ENSG00000270403
FXYD2	ENSG00000137731
AP000757.2	ENSG00000254844
FXYD6-FXYD2	ENSG00000255245
AP000757.1	ENSG00000254528
FXYD6	ENSG00000137726
TMPRSS13	ENSG00000137747
IL10RA	ENSG00000110324
SMIM35	ENSG00000255274
RN7SL828P	ENSG00000272075
TMPRSS4	ENSG00000137648
SCN4B	ENSG00000177098
SCN2B	ENSG00000149575
JAML	ENSG00000160593
HSPE1P18	ENSG00000255163
MPZL3	ENSG00000160588
MPZL2	ENSG00000149573
AP002800.1	ENSG00000280032
CD3E	ENSG00000198851
AP001582.1	ENSG00000254992
CD3D	ENSG00000167286
CD3G	ENSG00000160654
UBE4A	ENSG00000110344
AP001267.1	ENSG00000254873
AP001267.5	ENSG00000285827
ATP5MG	ENSG00000167283
AP001267.4	ENSG00000269944
AP001267.2	ENSG00000255384
KMT2A	ENSG00000118058
AP001267.3	ENSG00000255435
TTC36	ENSG00000172425
TMEM25	ENSG00000149582
IFT46	ENSG00000118096
RPL5P30	ENSG00000243431
ARCN1	ENSG00000095139
RNU6-1157P	ENSG00000207185
PHLDB1	ENSG00000019144
AP000941.1	ENSG00000255176
MIR6716	ENSG00000284246
TREH	ENSG00000118094
TREHP1	ENSG00000255239
AP002954.1	ENSG00000255422
RNU6-376P	ENSG00000207462
AP002954.2	ENSG00000287238
DDX6	ENSG00000110367
AP004609.3	ENSG00000278376
AP004609.2	ENSG00000254478
SETP16	ENSG00000254621
Y_RNA	ENSG00000201535
CXCR5	ENSG00000160683
AP004609.1	ENSG00000245869
BCL9L	ENSG00000186174
MIR4492	ENSG00000264211
UPK2	ENSG00000110375
RN7SL688P	ENSG00000239726
Y_RNA	ENSG00000222529
FOXR1	ENSG00000176302
Metazoa_SRP	ENSG00000280502
Y_RNA	ENSG00000283691
CENATAC-DT	ENSG00000255121
CENATAC	ENSG00000186166
RPL23AP64	ENSG00000240970
AP003392.1	ENSG00000254428
AP003392.2	ENSG00000254909
RPS25	ENSG00000118181
TRAPPC4	ENSG00000196655
AP003392.15	ENSG00000283704
SLC37A4	ENSG00000137700
AP003392.3	ENSG00000255114
HYOU1	ENSG00000149428
AP003392.4	ENSG00000271751
AP003392.5	ENSG00000272186
VPS11	ENSG00000160695
HMBS	ENSG00000256269
H2AX	ENSG00000188486
DPAGT1	ENSG00000172269
C2CD2L	ENSG00000172375
HINFP	ENSG00000172273
ABCG4	ENSG00000172350
NLRX1	ENSG00000160703
PDZD3	ENSG00000172367
CCDC153	ENSG00000248712
CBL	ENSG00000110395
RNU6-262P	ENSG00000222249
MCAM	ENSG00000076706
MIR6756	ENSG00000284148
AP002956.1	ENSG00000252119
RNF26	ENSG00000173456
AP003396.1	ENSG00000245385
C1QTNF5	ENSG00000223953
MFRP	ENSG00000235718
USP2	ENSG00000036672
USP2-AS1	ENSG00000245248
AP003396.3	ENSG00000254740
AP003396.2	ENSG00000254590
AP003396.4	ENSG00000254892
THY1	ENSG00000154096
THY1-AS1	ENSG00000263873
DUXAP5	ENSG00000255377
KRT8P7	ENSG00000230716
AP003393.1	ENSG00000254561
NECTIN1	ENSG00000110400
RNU6-1123P	ENSG00000199217
NECTIN1-AS1	ENSG00000255247
AP003390.1	ENSG00000254854
AP001994.1	ENSG00000254406
AP001994.2	ENSG00000287545
AP001994.3	ENSG00000288047
AP001360.3	ENSG00000286992
LINC02744	ENSG00000254863
AP001360.1	ENSG00000255216
AP001360.2	ENSG00000286731
TRIM29	ENSG00000137699
AP000679.1	ENSG00000176984
OAF	ENSG00000184232
POU2F3	ENSG00000137709
AP001150.1	ENSG00000259541
TLCD5	ENSG00000181264
ARHGEF12	ENSG00000196914
7SK	ENSG00000274303
GRIK4	ENSG00000149403
ELOCP22	ENSG00000255006
AP004147.1	ENSG00000250493
HMGB1P42	ENSG00000254735
TBCEL	ENSG00000154114
TBCEL-TECTA	ENSG00000285509
TECTA	ENSG00000109927
AP001124.1	ENSG00000254515
RPS4XP12	ENSG00000244400
SC5D	ENSG00000109929
BMPR1AP2	ENSG00000232460
AP002365.1	ENSG00000271022
AP000977.1	ENSG00000246790
SORL1	ENSG00000137642
AP001977.1	ENSG00000286044
AP001924.1	ENSG00000286023
RNU6-256P	ENSG00000252556
AP001924.2	ENSG00000286497
MIR100HG	ENSG00000255248
MIR125B1	ENSG00000207971
BLID	ENSG00000259571
MIRLET7A2	ENSG00000198975
MIR100	ENSG00000207994
AP000755.1	ENSG00000255015
AP000755.2	ENSG00000255219
RNU4ATAC10P	ENSG00000252776
RNU4ATAC5P	ENSG00000253035
RNU6-592P	ENSG00000223265
GLULP3	ENSG00000254572
AP002469.1	ENSG00000254935
UBASH3B	ENSG00000154127
AP002762.3	ENSG00000286341
AP002762.1	ENSG00000239079
AP002762.2	ENSG00000285909
CRTAM	ENSG00000109943
JHY	ENSG00000109944
RNU4-23P	ENSG00000199709
ATP5PBP5	ENSG00000254944
BSX	ENSG00000188909
AP003040.1	ENSG00000213184
RPL34P23	ENSG00000243669
RPS26P43	ENSG00000244641
RPL31P47	ENSG00000233541
HSPA8	ENSG00000109971
SNORD14E	ENSG00000200879
SNORD14D	ENSG00000207118
SNORD14C	ENSG00000202252
AP000926.2	ENSG00000288061
CLMP	ENSG00000166250
AP000926.1	ENSG00000255342
AP001970.1	ENSG00000254710
U8	ENSG00000200496
LINC02727	ENSG00000254823
PHBP17	ENSG00000254407
GRAMD1B	ENSG00000023171
MIR4493	ENSG00000265357
SF3A3P2	ENSG00000254449
SCN3B	ENSG00000166257
AP002765.1	ENSG00000254467
ZNF202	ENSG00000166261
OR6X1	ENSG00000221931
RNU1-21P	ENSG00000200197
OR6M1	ENSG00000196099
OR6M2P	ENSG00000254613
OR6M3P	ENSG00000254430
TMEM225	ENSG00000204300
OR8D4	ENSG00000181518
OR4D5	ENSG00000171014
OR6T1	ENSG00000181499
OR10S1	ENSG00000196248
OR10G6	ENSG00000198674
OR10G5P	ENSG00000226461
OR10G4	ENSG00000254737
OR10G9	ENSG00000236981
OR10G8	ENSG00000234560
OR10G7	ENSG00000182634
OR10D5P	ENSG00000213182
OR10D4P	ENSG00000186268
OR10N1P	ENSG00000213181
VWA5A	ENSG00000110002
OR10D1P	ENSG00000196403
OR10D3	ENSG00000197309
OR8F1P	ENSG00000239426
OR8G3P	ENSG00000255425
OR8G2P	ENSG00000181214
OR8G7P	ENSG00000276316
OR8G1	ENSG00000197849
OR8G5	ENSG00000255298
SLC5A4P1	ENSG00000255116
OR8D1	ENSG00000196341
OR8D2	ENSG00000279116
OR8B7P	ENSG00000254976
OR8B6P	ENSG00000255225
OR8B5P	ENSG00000255030
OR8B1P	ENSG00000227737
OR8C1P	ENSG00000229254
OR8B2	ENSG00000284680
OR8B3	ENSG00000284609
OR8X1P	ENSG00000255048
AP001804.1	ENSG00000285561
OR8B4	ENSG00000280090
OR8B8	ENSG00000197125
OR8A2P	ENSG00000255510
OR8B9P	ENSG00000229386
OR8B10P	ENSG00000254646
OR8A3P	ENSG00000255315
AP000916.1	ENSG00000254937
OR8B12	ENSG00000170953
OR8A1	ENSG00000196119
OR8Q1P	ENSG00000255341
PANX3	ENSG00000154143
TBRG1	ENSG00000154144
SIAE	ENSG00000110013
RNA5SP352	ENSG00000200278
SPA17	ENSG00000064199
NRGN	ENSG00000154146
AP000866.5	ENSG00000255045
VSIG2	ENSG00000019102
ESAM	ENSG00000149564
AP000866.2	ENSG00000250073
MSANTD2	ENSG00000120458
AP000866.6	ENSG00000279342
AP000866.3	ENSG00000254509
AP000866.1	ENSG00000245498
AP000866.4	ENSG00000254941
ROBO3	ENSG00000154134
AP003501.1	ENSG00000254568
ROBO4	ENSG00000154133
AP003501.2	ENSG00000254943
HEPACAM	ENSG00000165478
HEPN1	ENSG00000221932
CCDC15-DT	ENSG00000285825
CCDC15	ENSG00000149548
SLC37A2	ENSG00000134955
TMEM218	ENSG00000150433
KRT18P59	ENSG00000187686
AP001007.2	ENSG00000255475
PKNOX2-AS1	ENSG00000254880
PKNOX2	ENSG00000165495
AP001007.3	ENSG00000259290
AP001007.1	ENSG00000254932
RNU6-321P	ENSG00000222844
FEZ1	ENSG00000149557
AP000708.1	ENSG00000255537
EI24	ENSG00000149547
RNU6-1156P	ENSG00000222297
STT3A	ENSG00000134910
CHEK1	ENSG00000149554
RNU2-35P	ENSG00000252255
ACRV1	ENSG00000134940
PATE1	ENSG00000171053
PATE2	ENSG00000196844
PATE3	ENSG00000236027
PATE4	ENSG00000237353
AP000842.3	ENSG00000260209
HYLS1	ENSG00000198331
PUS3	ENSG00000110060
AP000842.2	ENSG00000255027
DDX25	ENSG00000109832
AP000842.1	ENSG00000254790
VSIG10L2	ENSG00000283703
CDON	ENSG00000064309
NAP1L1P1	ENSG00000254759
AP000821.1	ENSG00000261257
AP000821.2	ENSG00000287666
AP001893.3	ENSG00000254833
AP001893.2	ENSG00000254771
RPUSD4	ENSG00000165526
AP001893.1	ENSG00000254694
FAM118B	ENSG00000197798
RNU4-86P	ENSG00000222067
RN7SL351P	ENSG00000240098
SRPRA	ENSG00000182934
FOXRED1	ENSG00000110074
RPL35AP26	ENSG00000243607
TIRAP	ENSG00000150455
AP001318.1	ENSG00000254905
AP001318.2	ENSG00000255062
DCPS	ENSG00000110063
GSEC	ENSG00000280832
ST3GAL4	ENSG00000110080
AP001318.3	ENSG00000278215
KIRREL3	ENSG00000149571
KIRREL3-AS1	ENSG00000257271
AP001783.1	ENSG00000254607
AP002833.1	ENSG00000254938
AP002833.3	ENSG00000279358
KIRREL3-AS2	ENSG00000254960
MIR3167	ENSG00000266215
AP002833.2	ENSG00000255317
KIRREL3-AS3	ENSG00000218109
AP001993.1	ENSG00000255087
AP003121.1	ENSG00000272642
LINC02712	ENSG00000273409
RN7SKP121	ENSG00000222774
RN7SKP279	ENSG00000223315
AP003532.1	ENSG00000254591
DNAJB6P1	ENSG00000254612
LINC02725	ENSG00000273415
LINC02098	ENSG00000272575
ETS1	ENSG00000134954
MIR6090	ENSG00000276176
ETS1-AS1	ENSG00000254588
AP001122.1	ENSG00000245008
FLI1	ENSG00000151702
SENCR	ENSG00000254703
KCNJ1	ENSG00000151704
AP000920.1	ENSG00000255369
KCNJ5	ENSG00000120457
C11orf45	ENSG00000174370
TP53AIP1	ENSG00000120471
ARHGAP32	ENSG00000134909
RNU6-876P	ENSG00000212597
Y_RNA	ENSG00000206847
RNU6-874P	ENSG00000199260
ZNF123P	ENSG00000255259
BARX2	ENSG00000043039
RPS27P20	ENSG00000240121
AP003500.1	ENSG00000281386
LINC01395	ENSG00000281097
AP003327.2	ENSG00000287426
AP003327.1	ENSG00000255188
TMEM45B	ENSG00000151715
NFRKB	ENSG00000170322
PRDM10	ENSG00000170325
LINC00167	ENSG00000233220
AP003041.1	ENSG00000255057
ELOBP2	ENSG00000255262
AP003041.2	ENSG00000255535
APLP2	ENSG00000084234
RPL34P21	ENSG00000244451
U4	ENSG00000274197
ST14	ENSG00000149418
ZBTB44	ENSG00000196323
NDUFAF2P2	ENSG00000255358
DDX18P5	ENSG00000255220
RN7SL778P	ENSG00000272412
ZBTB44-DT	ENSG00000175773
ADAMTS8	ENSG00000134917
ADAMTS15	ENSG00000166106
AP004371.1	ENSG00000255155
BAK1P2	ENSG00000236616
MIR8052	ENSG00000274999
LINC02873	ENSG00000175728
AP003486.2	ENSG00000288013
PPP1R10P1	ENSG00000255352
LINC02551	ENSG00000254842
SNX19	ENSG00000120451
AP003486.1	ENSG00000255455
RN7SL167P	ENSG00000242673
AP002856.3	ENSG00000236129
AP002856.1	ENSG00000227125
AP002856.4	ENSG00000237612
AP002856.2	ENSG00000231698
NTM	ENSG00000182667
RNU6ATAC12P	ENSG00000252351
AP003025.1	ENSG00000237654
AP003025.2	ENSG00000285980
NTM-AS1	ENSG00000224795
AP004372.1	ENSG00000271624
AP000844.2	ENSG00000238117
AP000844.1	ENSG00000224700
NTM-IT	ENSG00000238262
AP000843.1	ENSG00000279090
OPCML	ENSG00000183715
U6	ENSG00000283489
AP003784.1	ENSG00000279497
OPCML-IT2	ENSG00000255371
AP004782.1	ENSG00000279711
AP003972.1	ENSG00000279189
OPCML-IT1	ENSG00000254896
AP004606.1	ENSG00000287068
LINC02743	ENSG00000255258
SPATA19	ENSG00000166118
AP001979.1	ENSG00000213153
IGSF9B	ENSG00000080854
MIR4697	ENSG00000284020
LINC02730	ENSG00000255406
LINC02731	ENSG00000204241
AP000911.1	ENSG00000254648
JAM3	ENSG00000166086
PTP4A2P2	ENSG00000254481
NCAPD3	ENSG00000151503
AP001775.1	ENSG00000254616
AP001775.2	ENSG00000255348
VPS26B	ENSG00000151502
THYN1	ENSG00000151500
ACAD8	ENSG00000151498
GLB1L3	ENSG00000166105
AP000859.1	ENSG00000254442
GLB1L2	ENSG00000149328
B3GAT1	ENSG00000109956
B3GAT1-DT	ENSG00000255545
AP004550.1	ENSG00000254573
AP001999.3	ENSG00000286374
AP001999.1	ENSG00000254989
AP001999.2	ENSG00000285640
LINC02706	ENSG00000255344
LINC02714	ENSG00000251226
AP003062.2	ENSG00000287251
LINC02697	ENSG00000255327
AP003062.1	ENSG00000279046
LINC02717	ENSG00000285735
LINC02684	ENSG00000255512
DDX11L8	ENSG00000256263
WASH8P	ENSG00000226210
FAM138D	ENSG00000249054
IQSEC3	ENSG00000120645
AC026369.3	ENSG00000256948
AC026369.1	ENSG00000249695
AC026369.2	ENSG00000256694
AC007406.3	ENSG00000256540
SLC6A12	ENSG00000111181
AC007406.1	ENSG00000255671
SLC6A12-AS1	ENSG00000256577
SLC6A13	ENSG00000010379
AC007406.2	ENSG00000255746
AC007406.4	ENSG00000261799
KDM5A	ENSG00000073614
CCDC77	ENSG00000120647
B4GALNT3	ENSG00000139044
NINJ2	ENSG00000171840
AC006205.2	ENSG00000256020
RNU7-103P	ENSG00000238370
AC006205.1	ENSG00000255825
NINJ2-AS1	ENSG00000177406
LINC02455	ENSG00000256672
WNK1	ENSG00000060237
RNU4ATAC16P	ENSG00000221439
AC004765.1	ENSG00000285704
RAD52	ENSG00000002016
AC004803.1	ENSG00000250132
ERC1	ENSG00000082805
HTR1DP1	ENSG00000275811
AC004672.1	ENSG00000249028
AC004672.2	ENSG00000267285
LINC00942	ENSG00000249628
WNT5B	ENSG00000111186
FBXL14	ENSG00000171823
MIR3649	ENSG00000266043
ADIPOR2	ENSG00000006831
AC005183.1	ENSG00000271500
AC005343.4	ENSG00000285627
RPS4XP14	ENSG00000243663
CACNA2D4	ENSG00000151062
AC005343.7	ENSG00000287698
LRTM2	ENSG00000166159
AC005342.2	ENSG00000256706
LINC00940	ENSG00000235049
DCP1B	ENSG00000151065
CACNA1C	ENSG00000151067
AC005342.1	ENSG00000203593
CACNA1C-IT1	ENSG00000256837
CACNA1C-IT2	ENSG00000256257
AC005344.1	ENSG00000278255
