ensg_id	gene_symbol	pmtl	version
ENSG00000234144	RP5-1044H5.2	NA	NA
ENSG00000237852	RP4-630A11.3	NA	NA
ENSG00000224570	RP11-430H12.2	NA	NA
ENSG00000285079	RP11-433N2.1	NA	NA
ENSG00000227466	RP11-397C12.1	NA	NA
ENSG00000248458	RP4-598P13.1	NA	NA
ENSG00000231080	RP11-342H21.2	NA	NA
ENSG00000252433	RF00322	NA	NA
ENSG00000275678	RP4-547N15.3	NA	NA
ENSG00000228523	RP11-131O15.2	NA	NA
ENSG00000235200	RP11-393N21.2	NA	NA
ENSG00000238139	RP11-393N21.1	NA	NA
ENSG00000232048	RP5-817C23.1	NA	NA
ENSG00000232284	RP11-518D3.1	NA	NA
ENSG00000235055	RP4-609E1.2	NA	NA
ENSG00000228431	RP4-609E1.3	NA	NA
ENSG00000234383	RP11-518D3.3	NA	NA
ENSG00000229133	RP11-518D3.4	NA	NA
ENSG00000225242	RP4-740O15.1	NA	NA
ENSG00000237622	RP5-1033K19.1	NA	NA
ENSG00000229440	RP5-1033K19.2	NA	NA
ENSG00000233589	RP4-694A7.2	NA	NA
ENSG00000234264	RP4-694A7.4	NA	NA
ENSG00000225167	RP4-694A7.3	NA	NA
ENSG00000285041	RP4-629B2.1	NA	NA
ENSG00000285407	RP11-520E6.1	NA	NA
ENSG00000285473	RP11-520E6.2	NA	NA
ENSG00000223883	RP11-424D14.1	NA	NA
ENSG00000235446	RP11-74K19.1	NA	NA
ENSG00000229639	RP3-380B4.1	NA	NA
ENSG00000270615	RP11-379C1.1	NA	NA
ENSG00000229359	PIN1L	NA	NA
ENSG00000237919	RP11-181B18.1	NA	NA
ENSG00000228988	RP4-677H15.4	NA	NA
ENSG00000226088	RP11-180O5.2	NA	NA
ENSG00000278636	RF00017	NA	NA
ENSG00000271992	RP11-42O15.3	NA	NA
ENSG00000233020	RP11-42O15.2	NA	NA
ENSG00000237033	RP11-428K13.1	NA	NA
ENSG00000229051	RP5-952N6.1	NA	NA
ENSG00000226208	RP11-99H8.1	NA	NA
ENSG00000235782	RP3-333A15.1	NA	NA
ENSG00000269933	RP3-333A15.2	NA	NA
ENSG00000235079	RP11-108P2.1	NA	NA
ENSG00000229956	RP11-316C12.2	NA	NA
ENSG00000226324	RP11-115M14.1	NA	NA
ENSG00000231985	RP11-82L20.1	NA	NA
ENSG00000271618	RP11-175G14.2	NA	NA
ENSG00000228853	RP11-175G14.1	NA	NA
ENSG00000233994	RP5-1017O19.1	NA	NA
ENSG00000227207	RP11-292O17.1	NA	NA
ENSG00000225087	RP4-660H19.1	NA	NA
ENSG00000227016	RP11-262K1.1	NA	NA
ENSG00000280317	RP11-25L19.1	NA	NA
ENSG00000229636	RP11-438I12.1	NA	NA
ENSG00000233973	RP4-598G3.1	NA	NA
ENSG00000223479	RP4-788P17.1	NA	NA
ENSG00000237324	RP11-439H8.4	NA	NA
ENSG00000233894	RP4-650F12.2	NA	NA
ENSG00000234497	RP4-612J11.1	NA	NA
ENSG00000272864	RP11-17E13.2	NA	NA
ENSG00000229943	RP11-93N20.1	NA	NA
ENSG00000261213	RP11-510C10.4	NA	NA
ENSG00000224127	RP11-510C10.2	NA	NA
ENSG00000224149	RP11-510C10.3	NA	NA
ENSG00000224493	RP11-87O11.1	NA	NA
ENSG00000213579	RP4-595K12.1	NA	NA
ENSG00000230863	RP4-595K12.2	NA	NA
ENSG00000178193	RP4-682C21.5	NA	NA
ENSG00000181227	RP4-682C21.2	NA	NA
ENSG00000225605	RP11-550H2.1	NA	NA
ENSG00000230027	RP11-550H2.2	NA	NA
ENSG00000223905	RP11-335E14.1	NA	NA
ENSG00000272855	RP5-1102E8.3	NA	NA
ENSG00000226415	RP5-1102E8.2	NA	NA
ENSG00000237552	RP11-415A20.1	NA	NA
ENSG00000230498	RP4-564M11.2	NA	NA
ENSG00000226084	RP4-706A16.3	NA	NA
ENSG00000228187	RP11-363H12.1	NA	NA
ENSG00000233099	RP11-375A5.1	NA	NA
ENSG00000232672	RP4-706L14.2	NA	NA
ENSG00000219201	RP11-181C21.4	NA	NA
ENSG00000235613	RP11-181C21.5	NA	NA
ENSG00000232015	RP11-181C21.6	NA	NA
ENSG00000273338	RP11-386I14.4	NA	NA
ENSG00000213561	RP11-386I14.2	NA	NA
ENSG00000213560	RP11-386I14.3	NA	NA
ENSG00000233333	RP11-472F19.2	NA	NA
ENSG00000237413	RP11-183M13.1	NA	NA
ENSG00000227556	RP11-472F19.1	NA	NA
ENSG00000238015	RP4-641G12.3	NA	NA
ENSG00000235400	RP4-641G12.4	NA	NA
ENSG00000230787	RP11-548C21.1	NA	NA
ENSG00000282898	RP4-726F1.2	NA	NA
ENSG00000235011	RP4-726F1.1	NA	NA
ENSG00000285462	RP4-726F1.3	NA	NA
ENSG00000285409	RP11-466L22.1	NA	NA
ENSG00000235756	RP11-339A11.1	NA	NA
ENSG00000260322	RP11-339A11.2	NA	NA
ENSG00000277670	RP11-339A11.3	NA	NA
ENSG00000236407	RP11-320E2.1	NA	NA
ENSG00000225598	RP11-339D23.1	NA	NA
ENSG00000213559	RP11-115A15.3	NA	NA
ENSG00000227062	RP11-115A15.4	NA	NA
ENSG00000234108	RP11-115A15.2	NA	NA
ENSG00000224326	RP5-933B4.1	NA	NA
ENSG00000234184	RP5-887A10.1	NA	NA
ENSG00000227937	RP11-2B19.1	NA	NA
ENSG00000229752	RP5-831K15.1	NA	NA
ENSG00000235089	RP11-432D22.1	NA	NA
ENSG00000285179	RP3-445O10.1	NA	NA
ENSG00000224494	RP11-159J16.1	NA	NA
ENSG00000227288	RP5-837I24.1	NA	NA
ENSG00000227960	RP5-837I24.6	NA	NA
ENSG00000234953	RP5-837I24.2	NA	NA
ENSG00000242598	RP5-837I24.3	NA	NA
ENSG00000236676	RP5-837I24.4	NA	NA
ENSG00000234683	RP5-837I24.5	NA	NA
ENSG00000215875	RP11-100D1.1	NA	NA
ENSG00000233290	RP11-147G16.1	NA	NA
ENSG00000230817	RP4-601K24.1	NA	NA
ENSG00000236268	RP11-170N11.1	NA	NA
ENSG00000231364	RP11-413G15.1	NA	NA
ENSG00000233008	RP11-475O6.1	NA	NA
ENSG00000237076	RP5-836J3.1	NA	NA
ENSG00000233061	RP4-552O12.2	NA	NA
ENSG00000229486	RP4-552O12.1	NA	NA
ENSG00000285201	RP4-552O12.3	NA	NA
ENSG00000271576	RP11-486G15.2	NA	NA
ENSG00000213540	RP11-486G15.1	NA	NA
ENSG00000226970	RP11-82H13.2	NA	NA
ENSG00000199959	RF00410	NA	NA
ENSG00000249237	RP11-376N17.4	NA	NA
ENSG00000285361	RP11-275B14.1	NA	NA
ENSG00000284882	RP11-118B23.6	NA	NA
ENSG00000285374	RP11-118B23.7	NA	NA
ENSG00000180869	C1orf180	NA	NA
ENSG00000232622	RP11-484D4.3	NA	NA
ENSG00000285325	RP4-604P14.2	NA	NA
ENSG00000280099	RP11-33E12.2	NA	NA
ENSG00000223254	RF00019	NA	NA
ENSG00000223653	RP11-131L23.1	NA	NA
ENSG00000199459	RF00019	NA	NA
ENSG00000273264	RP11-131L23.2	NA	NA
ENSG00000282057	RP4-621F18.2	NA	NA
ENSG00000272691	RP11-290M5.4	NA	NA
ENSG00000199934	RF00136	NA	NA
ENSG00000230285	RP11-290M5.2	NA	NA
ENSG00000229505	RP4-682E18.1	NA	NA
ENSG00000285210	RP5-977L11.2	NA	NA
ENSG00000231349	RP11-444C12.1	NA	NA
ENSG00000224466	RP4-651E10.3	NA	NA
ENSG00000236915	RP4-651E10.4	NA	NA
ENSG00000261737	RP4-612B15.3	NA	NA
ENSG00000230721	RP4-612B15.2	NA	NA
ENSG00000284846	RP11-277G24.1	NA	NA
ENSG00000183291	SEP15	NA	NA
ENSG00000267734	RP4-604K5.3	NA	NA
ENSG00000267561	RP5-1052I5.2	NA	NA
ENSG00000235251	RP11-384B12.2	NA	NA
ENSG00000225568	RP11-384B12.3	NA	NA
ENSG00000267272	RP5-1052I5.1	NA	NA
ENSG00000284240	RP5-1043L3.1	NA	NA
ENSG00000227290	RP4-544H6.2	NA	NA
ENSG00000237505	RP11-76N22.2	NA	NA
ENSG00000279778	RP11-60A14.1	NA	NA
ENSG00000270507	CTA-21C21.1	NA	NA
ENSG00000230053	RP11-76N22.1	NA	NA
ENSG00000274321	RF02271	NA	NA
ENSG00000237959	RP11-76N22.3	NA	NA
ENSG00000241975	RP5-905H16.2	NA	NA
ENSG00000235308	RP11-82K18.2	NA	NA
ENSG00000137944	CCBL2	NA	NA
ENSG00000202385	RF00019	NA	NA
ENSG00000234518	RP5-838N20.6	NA	NA
ENSG00000284734	RP4-620F22.3	NA	NA
ENSG00000284637	RP5-838N20.5	NA	NA
ENSG00000237568	RP4-620F22.2	NA	NA
ENSG00000238081	RP5-908D6.3	NA	NA
ENSG00000233235	RP5-908D6.1	NA	NA
ENSG00000215874	RP4-644F6.2	NA	NA
ENSG00000225492	RP4-644F6.3	NA	NA
ENSG00000231999	RP5-1007M22.2	NA	NA
ENSG00000230735	RP11-413E1.4	NA	NA
ENSG00000271949	RP11-302M6.4	NA	NA
ENSG00000226394	RP11-413E1.2	NA	NA
ENSG00000231613	RP5-943J3.1	NA	NA
ENSG00000272931	RP5-943J3.2	NA	NA
ENSG00000272672	RP11-302M6.5	NA	NA
ENSG00000228175	RP11-302M6.3	NA	NA
ENSG00000229201	RP5-827O9.1	NA	NA
ENSG00000233593	RP4-665J23.1	NA	NA
ENSG00000225446	RP4-665J23.2	NA	NA
ENSG00000272094	RP4-665J23.4	NA	NA
ENSG00000232882	RP4-665J23.3	NA	NA
ENSG00000232393	RP5-924G13.2	NA	NA
ENSG00000206817	RF00019	NA	NA
ENSG00000215873	RP11-539G11.2	NA	NA
ENSG00000241318	RP11-47K11.2	NA	NA
ENSG00000229067	RP11-91I11.1	NA	NA
ENSG00000203914	RP5-865M20.1	NA	NA
ENSG00000233228	RP4-621B10.2	NA	NA
ENSG00000189195	BTBD8	NA	NA
ENSG00000224678	RP4-621B10.5	NA	NA
ENSG00000233401	RP4-621B10.6	NA	NA
ENSG00000273487	RP4-621B10.8	NA	NA
ENSG00000226773	RP4-775D17.1	NA	NA
ENSG00000233125	RP11-163M2.1	NA	NA
ENSG00000223787	RP4-593M8.1	NA	NA
ENSG00000229992	RP11-330C7.2	NA	NA
ENSG00000225505	RP11-330C7.3	NA	NA
ENSG00000234202	RP11-330C7.4	NA	NA
ENSG00000223896	RP11-330C7.1	NA	NA
ENSG00000207022	RF00432	NA	NA
ENSG00000229052	RP11-386I23.1	NA	NA
ENSG00000251837	RF00019	NA	NA
ENSG00000237003	RP4-612C19.1	NA	NA
ENSG00000225297	RP4-612C19.2	NA	NA
ENSG00000223745	RP4-717I23.3	NA	NA
ENSG00000229567	RP4-717I23.2	NA	NA
ENSG00000229635	RP4-713B5.2	NA	NA
ENSG00000207379	RF00019	NA	NA
ENSG00000224093	RP5-1033H22.2	NA	NA
ENSG00000230439	RP11-488P3.1	NA	NA
ENSG00000260464	RP4-561L24.3	NA	NA
ENSG00000223490	RP5-837O21.9	NA	NA
ENSG00000234099	RP5-837O21.7	NA	NA
ENSG00000235794	RP5-837O21.6	NA	NA
ENSG00000232752	RP5-837O21.5	NA	NA
ENSG00000229842	RP5-837O21.4	NA	NA
ENSG00000250890	RP5-837O21.8	NA	NA
ENSG00000236689	RP5-837O21.3	NA	NA
ENSG00000226960	RP5-837O21.1	NA	NA
ENSG00000233129	RP5-837O21.2	NA	NA
ENSG00000233482	RP11-78O9.1	NA	NA
ENSG00000226835	RP11-148B18.1	NA	NA
ENSG00000178596	RP11-148B18.2	NA	NA
ENSG00000236098	RP11-148B18.4	NA	NA
ENSG00000232918	RP11-366L18.1	NA	NA
ENSG00000223675	RP11-86H7.6	NA	NA
ENSG00000224081	RP11-86H7.1	NA	NA
ENSG00000232857	RP11-86H7.3	NA	NA
ENSG00000235501	RP4-639F20.1	NA	NA
ENSG00000230427	RP11-313A24.1	NA	NA
ENSG00000231992	RP11-57H12.2	NA	NA
ENSG00000206679	RF00019	NA	NA
ENSG00000226026	RP11-57H12.3	NA	NA
ENSG00000228852	RP11-57H12.5	NA	NA
ENSG00000228504	RP4-586O15.1	NA	NA
ENSG00000230434	RP11-14O19.1	NA	NA
ENSG00000237954	RP11-14O19.2	NA	NA
ENSG00000233907	RP4-617C6.1	NA	NA
ENSG00000228971	RP11-286B14.1	NA	NA
ENSG00000271252	RP11-286B14.2	NA	NA
ENSG00000237435	RP11-147C23.1	NA	NA
ENSG00000231987	RP5-898J17.1	NA	NA
ENSG00000225923	RP4-736I12.1	NA	NA
ENSG00000234422	RP4-736I12.2	NA	NA
ENSG00000228502	EEF1AL9	NA	NA
ENSG00000234226	RP5-871P9.1	NA	NA
ENSG00000137970	RP11-122C9.1	NA	NA
ENSG00000232878	RP11-526F14.1	NA	NA
ENSG00000232542	RP11-359C24.1	NA	NA
ENSG00000228057	RP11-145D11.2	NA	NA
ENSG00000226128	RP11-145D11.1	NA	NA
ENSG00000230718	RP11-272L13.2	NA	NA
ENSG00000235777	RP11-272L13.1	NA	NA
ENSG00000270911	RP11-272L13.4	NA	NA
ENSG00000259946	RP11-490G2.2	NA	NA
ENSG00000233557	RP4-672J20.1	NA	NA
ENSG00000226053	RP5-1070A16.1	NA	NA
ENSG00000280040	RP11-296E3.2	NA	NA
ENSG00000232825	RP5-896L10.1	NA	NA
ENSG00000227034	RP11-234N17.1	NA	NA
ENSG00000233983	RP4-735N21.1	NA	NA
ENSG00000224445	RP11-413P11.1	NA	NA
ENSG00000223656	RP4-684L20.2	NA	NA
ENSG00000202254	RF00019	NA	NA
ENSG00000231996	RP4-581O6.1	NA	NA
ENSG00000228084	RP5-884G6.2	NA	NA
ENSG00000283761	RP4-714D9.5	NA	NA
ENSG00000241073	RP4-714D9.2	NA	NA
ENSG00000226952	RP4-714D9.4	NA	NA
ENSG00000271415	RP11-305E17.7	NA	NA
ENSG00000225169	RP11-305E17.5	NA	NA
ENSG00000230287	RP11-305E17.4	NA	NA
ENSG00000224616	RP11-305E17.6	NA	NA
ENSG00000215871	RP5-837M10.1	NA	NA
ENSG00000223906	RP5-837M10.2	NA	NA
ENSG00000234332	RP5-837M10.3	NA	NA
ENSG00000228086	RP5-837M10.4	NA	NA
ENSG00000213421	RP11-84O12.2	NA	NA
ENSG00000230402	RP11-84O12.4	NA	NA
ENSG00000224685	RP11-84O12.3	NA	NA
ENSG00000273204	RP4-549L20.3	NA	NA
ENSG00000230946	RP4-549L20.2	NA	NA
ENSG00000235795	RP11-421L21.2	NA	NA
ENSG00000233184	RP11-421L21.3	NA	NA
ENSG00000252765	RF00424	NA	NA
ENSG00000271578	RP5-1033H2.1	NA	NA
ENSG00000225938	RP4-575N6.4	NA	NA
ENSG00000260940	RP4-575N6.5	NA	NA
ENSG00000228399	RP4-575N6.2	NA	NA
ENSG00000173810	RP4-575N6.3	NA	NA
ENSG00000231671	RP11-157N3.1	NA	NA
ENSG00000226715	RP11-411H5.1	NA	NA
ENSG00000183298	RP11-556K13.1	NA	NA
ENSG00000271277	RP11-82O2.2	NA	NA
ENSG00000162699	RP11-82O2.1	NA	NA
ENSG00000233359	RP11-202K23.1	NA	NA
ENSG00000230864	RP5-936J12.1	NA	NA
ENSG00000234257	RP11-34I24.1	NA	NA
ENSG00000230759	RP11-153F1.2	NA	NA
ENSG00000224613	RP11-153F1.1	NA	NA
ENSG00000236085	RP5-1108M17.2	NA	NA
ENSG00000234441	RP5-1108M17.5	NA	NA
ENSG00000225191	RP11-97C18.1	NA	NA
ENSG00000215869	RP11-364B6.2	NA	NA
ENSG00000228347	RP11-364B6.3	NA	NA
ENSG00000225036	RP11-414B7.1	NA	NA
ENSG00000230768	RP11-251P6.1	NA	NA
ENSG00000227850	RP11-123D12.1	NA	NA
ENSG00000237897	RP11-90H3.2	NA	NA
ENSG00000232952	RP11-90H3.1	NA	NA
ENSG00000233047	RP11-24P14.1	NA	NA
ENSG00000237480	RP5-947P14.1	NA	NA
ENSG00000230932	RP5-947P14.2	NA	NA
ENSG00000270342	RP11-478L17.1	NA	NA
ENSG00000270976	RP11-110F24.1	NA	NA
ENSG00000233449	RP11-233E12.4	NA	NA
ENSG00000232551	RP11-233E12.2	NA	NA
ENSG00000237460	RP11-233E12.1	NA	NA
ENSG00000224550	RP11-270C12.3	NA	NA
ENSG00000230489	RP11-356N1.1	NA	NA
ENSG00000226822	RP11-356N1.2	NA	NA
ENSG00000260879	RP11-483I13.5	NA	NA
ENSG00000280186	RP11-483I13.6	NA	NA
ENSG00000238122	RP11-483I13.2	NA	NA
ENSG00000241361	RP11-483I13.3	NA	NA
ENSG00000238118	RP11-242D10.2	NA	NA
ENSG00000224698	RP11-131J3.1	NA	NA
ENSG00000283354	RP5-964H19.4	NA	NA
ENSG00000227832	RP5-964H19.1	NA	NA
ENSG00000226483	RP5-964H19.2	NA	NA
ENSG00000232971	RP11-293A10.3	NA	NA
ENSG00000228076	RP11-475E11.2	NA	NA
ENSG00000274068	RP11-475E11.9	NA	NA
ENSG00000203897	RP11-475E11.5	NA	NA
ENSG00000237349	RP5-1065J22.2	NA	NA
ENSG00000244716	RP11-20O24.4	NA	NA
ENSG00000228665	RP11-20O24.1	NA	NA
ENSG00000228054	RP11-20O24.2	NA	NA
ENSG00000273382	RP5-1065J22.8	NA	NA
ENSG00000270066	SCARNA2	NA	NA
ENSG00000251484	RP5-1065J22.4	NA	NA
ENSG00000254942	RP5-1160K1.8	NA	NA
ENSG00000225113	RP5-1160K1.3	NA	NA
ENSG00000228703	RP5-1160K1.6	NA	NA
ENSG00000235045	RP5-1160K1.1	NA	NA
ENSG00000260246	AC000032.2	NA	NA
ENSG00000241720	RP4-735C1.4	NA	NA
ENSG00000224927	RP4-735C1.5	NA	NA
ENSG00000228420	RP4-735C1.6	NA	NA
ENSG00000235005	RP11-195M16.1	NA	NA
ENSG00000261055	RP11-195M16.3	NA	NA
ENSG00000258634	RP4-773N10.4	NA	NA
ENSG00000258673	RP4-773N10.6	NA	NA
ENSG00000227091	RP5-1028L10.1	NA	NA
ENSG00000235526	RP5-1028L10.2	NA	NA
ENSG00000224965	RP5-1003J2.3	NA	NA
ENSG00000282852	RP5-1003J2.4	NA	NA
ENSG00000200536	RF00402	NA	NA
ENSG00000227963	RP5-1074L1.1	NA	NA
ENSG00000224699	RP11-225L12.2	NA	NA
ENSG00000273373	RP5-1074L1.4	NA	NA
ENSG00000270380	RP11-470L19.5	NA	NA
ENSG00000282887	RP11-470L19.6	NA	NA
ENSG00000283999	RP11-470L19.7	NA	NA
ENSG00000235407	RP11-470L19.2	NA	NA
ENSG00000259834	RP11-284N8.3	NA	NA
ENSG00000199710	RF00019	NA	NA
ENSG00000237415	RP11-498A13.1	NA	NA
ENSG00000261654	RP11-96K19.4	NA	NA
ENSG00000232811	RP11-96K19.2	NA	NA
ENSG00000273010	RP11-96K19.5	NA	NA
ENSG00000225672	RP11-96K19.3	NA	NA
ENSG00000272982	RP5-1180E21.4	NA	NA
ENSG00000273221	RP5-1180E21.5	NA	NA
ENSG00000236040	RP11-165H20.4	NA	NA
ENSG00000203878	RP11-165H20.1	NA	NA
ENSG00000229283	RP5-1125M8.2	NA	NA
ENSG00000232240	RP5-1125M8.3	NA	NA
ENSG00000234020	RP5-1125M8.5	NA	NA
ENSG00000236012	RP5-1125M8.6	NA	NA
ENSG00000227179	RP5-1125M8.7	NA	NA
ENSG00000260948	RP11-552M11.8	NA	NA
ENSG00000233337	RP11-552M11.2	NA	NA
ENSG00000243960	RP11-552M11.4	NA	NA
ENSG00000199890	RF00019	NA	NA
ENSG00000231346	RP5-836N10.1	NA	NA
ENSG00000215867	RP4-773A18.2	NA	NA
ENSG00000284755	RP4-773A18.10	NA	NA
ENSG00000227811	RP4-773A18.4	NA	NA
ENSG00000284830	RP4-773A18.8	NA	NA
ENSG00000232558	RP5-1086I18.1	NA	NA
ENSG00000237556	RP11-99M15.1	NA	NA
ENSG00000231437	RP11-88H9.2	NA	NA
ENSG00000231246	RP5-965F6.2	NA	NA
ENSG00000234388	RP5-965F6.1	NA	NA
ENSG00000238761	RF01210	NA	NA
ENSG00000273483	RP4-671G15.2	NA	NA
ENSG00000235299	RP11-72M14.1	NA	NA
ENSG00000225075	RP11-426L16.3	NA	NA
ENSG00000271810	RP11-426L16.10	NA	NA
ENSG00000261595	RP11-426L16.9	NA	NA
ENSG00000234790	RP11-426L16.7	NA	NA
ENSG00000215866	RP11-426L16.8	NA	NA
ENSG00000224167	RP3-522D1.1	NA	NA
ENSG00000228040	RP3-522D1.2	NA	NA
ENSG00000226419	RP11-31F15.1	NA	NA
ENSG00000238198	RP11-31F15.2	NA	NA
ENSG00000237278	RP11-389O22.3	NA	NA
ENSG00000233839	RP11-389O22.4	NA	NA
ENSG00000236887	RP11-389O22.5	NA	NA
ENSG00000232499	RP11-512F24.1	NA	NA
ENSG00000238256	RP11-473L1.1	NA	NA
ENSG00000232450	RP4-730K3.3	NA	NA
ENSG00000231128	RP5-1073O3.2	NA	NA
ENSG00000226167	RP5-1073O3.5	NA	NA
ENSG00000235527	RP5-1073O3.7	NA	NA
ENSG00000270780	RP4-590F24.1	NA	NA
ENSG00000282048	RP4-590F24.2	NA	NA
ENSG00000232895	RP4-543J13.1	NA	NA
ENSG00000273698	RP4-543J13.2	NA	NA
ENSG00000271419	RP4-591B8.3	NA	NA
ENSG00000226984	RP4-591B8.2	NA	NA
ENSG00000225650	RP11-343L14.1	NA	NA
ENSG00000201114	RF00019	NA	NA
ENSG00000236480	RP11-343L14.2	NA	NA
ENSG00000233730	RP4-666F24.3	NA	NA
ENSG00000228035	RP4-663N10.1	NA	NA
ENSG00000226973	RP4-663N10.2	NA	NA
ENSG00000274468	RP4-663N10.3	NA	NA
ENSG00000229101	RP11-710N8.1	NA	NA
ENSG00000232185	RP11-710N8.2	NA	NA
ENSG00000270631	RP11-710N8.3	NA	NA
ENSG00000207502	RF00406	NA	NA
ENSG00000214204	RP11-485H8.2	NA	NA
ENSG00000271143	RP11-12L8.2	NA	NA
ENSG00000228127	RP11-12L8.1	NA	NA
ENSG00000237993	RP11-159M11.2	NA	NA
ENSG00000235933	RP5-1185H19.2	NA	NA
ENSG00000221040	RF00012	NA	NA
ENSG00000203865	ATP1A1OS	NA	NA
ENSG00000233154	RP4-655J12.4	NA	NA
ENSG00000230381	RP4-655J12.5	NA	NA
ENSG00000200547	RF00019	NA	NA
ENSG00000224950	RP5-1086K13.1	NA	NA
ENSG00000177173	RP5-1086K13.3	NA	NA
ENSG00000231072	RP4-686J16.2	NA	NA
ENSG00000223489	NEFHL	NA	NA
ENSG00000225079	RP4-655N15.3	NA	NA
ENSG00000272715	RP4-753F5.1	NA	NA
ENSG00000236137	RP11-27K13.3	NA	NA
ENSG00000228453	RP11-229A19.3	NA	NA
ENSG00000277141	RF00017	NA	NA
ENSG00000235202	RP11-39H13.1	NA	NA
ENSG00000271427	RP11-188D8.1	NA	NA
ENSG00000279513	RP4-675C20.4	NA	NA
ENSG00000226755	RP4-675C20.2	NA	NA
ENSG00000236866	AL157902.3	NA	NA
ENSG00000213262	AL365331.2	NA	NA
ENSG00000212266	RF00561	NA	NA
ENSG00000270719	RP11-134N8.2	NA	NA
ENSG00000228217	AL390877.1	NA	NA
ENSG00000226126	RP11-94F13.1	NA	NA
ENSG00000229911	RP4-630J13.1	NA	NA
ENSG00000226172	RP4-712E4.1	NA	NA
ENSG00000239216	RP4-712E4.2	NA	NA
ENSG00000224238	RP4-712E4.4	NA	NA
ENSG00000223575	RP4-610L12.2	NA	NA
ENSG00000236804	RP4-610L12.1	NA	NA
ENSG00000231365	RP11-418J17.1	NA	NA
ENSG00000227056	RP11-418J17.2	NA	NA
ENSG00000227712	RP11-418J17.3	NA	NA
ENSG00000232650	RP5-834N19.1	NA	NA
ENSG00000230921	RP5-834N19.2	NA	NA
ENSG00000232780	RP5-871G17.5	NA	NA
ENSG00000203858	RP5-871G17.3	NA	NA
ENSG00000235595	RP5-871G17.6	NA	NA
ENSG00000187481	RP5-871G17.4	NA	NA
ENSG00000229570	RP5-920G3.2	NA	NA
ENSG00000226443	RP5-920G3.1	NA	NA
ENSG00000249798	RP5-920G3.3	NA	NA
ENSG00000239873	RP4-599G15.4	NA	NA
ENSG00000203855	RP4-599G15.1	NA	NA
ENSG00000240244	RP4-599G15.2	NA	NA
ENSG00000260941	RP4-599G15.7	NA	NA
ENSG00000198857	RP4-599G15.5	NA	NA
ENSG00000215864	RP5-1042I8.2	NA	NA
ENSG00000227205	RP5-1042I8.3	NA	NA
ENSG00000226446	RP5-1042I8.6	NA	NA
ENSG00000261662	RP5-1042I8.7	NA	NA
ENSG00000273406	RP11-114O18.1	NA	NA
ENSG00000274642	CH17-472G23.1	NA	NA
ENSG00000277313	RF00100	NA	NA
ENSG00000223804	CH17-472G23.2	NA	NA
ENSG00000273727	RF00003	NA	NA
ENSG00000270392	CH17-449C21.2	NA	NA
ENSG00000270231	NBPF8P	NA	NA
ENSG00000275131	CH17-472G23.4	NA	NA
ENSG00000273694	RF00004	NA	NA
ENSG00000275933	RF00100	NA	NA
ENSG00000281741	CH17-118O6.6	NA	NA
ENSG00000226067	CH17-118O6.2	NA	NA
ENSG00000285215	CH17-118O6.7	NA	NA
ENSG00000275585	CH17-118O6.3	NA	NA
ENSG00000273516	RF00003	NA	NA
ENSG00000275296	CH17-118O6.4	NA	NA
ENSG00000234998	RP11-439A17.10	NA	NA
ENSG00000233029	RP11-439A17.9	NA	NA
ENSG00000227193	RP11-439A17.4	NA	NA
ENSG00000213244	RP11-439A17.2	NA	NA
ENSG00000268993	RP11-439A17.5	NA	NA
ENSG00000275129	CH17-219N22.1	NA	NA
ENSG00000230806	RP11-343N15.1	NA	NA
ENSG00000227082	CH17-437K3.1	NA	NA
ENSG00000231429	RP11-343N15.2	NA	NA
ENSG00000228826	RP11-344P13.4	NA	NA
ENSG00000233432	RP11-344P13.3	NA	NA
ENSG00000272583	RP11-344P13.6	NA	NA
ENSG00000224857	RP11-344P13.1	NA	NA
ENSG00000276118	CH17-333M13.2	NA	NA
ENSG00000277095	CH17-333M13.1	NA	NA
ENSG00000277702	CH17-13I23.3	NA	NA
ENSG00000252830	RNA5SP533	NA	NA
ENSG00000264145	CH17-13I23.2	NA	NA
ENSG00000274927	CH17-13I23.1	NA	NA
ENSG00000242943	RP11-763B22.8	NA	NA
ENSG00000223495	RP11-763B22.7	NA	NA
ENSG00000235887	RP11-763B22.6	NA	NA
ENSG00000203825	RP11-744H18.1	NA	NA
ENSG00000232721	RP11-403I13.5	NA	NA
ENSG00000223779	RP11-403I13.4	NA	NA
ENSG00000270962	RP11-403I13.10	NA	NA
ENSG00000263590	RP11-403I13.7	NA	NA
ENSG00000233430	RP11-403I13.9	NA	NA
ENSG00000237503	RP5-998N21.3	NA	NA
ENSG00000265531	FCGR1C	NA	NA
ENSG00000234571	RP5-998N21.4	NA	NA
ENSG00000273213	RP5-998N21.10	NA	NA
ENSG00000230186	RP5-998N21.7	NA	NA
ENSG00000268074	RPL22P5	NA	NA
ENSG00000275075	CH17-248H7.2	NA	NA
ENSG00000275767	CH17-248H7.3	NA	NA
ENSG00000232527	RP11-14N7.2	NA	NA
ENSG00000276442	RNA5SP529	NA	NA
ENSG00000175658	RP11-14N7.1	NA	NA
ENSG00000276756	CH17-125A10.1	NA	NA
ENSG00000271439	RP11-666A1.7	NA	NA
ENSG00000237343	RP11-763B22.4	NA	NA
ENSG00000233586	RP11-763B22.3	NA	NA
ENSG00000229002	RP11-666A1.4	NA	NA
ENSG00000275291	RF00003	NA	NA
ENSG00000278099	RF00003	NA	NA
ENSG00000277918	RF00003	NA	NA
