gene_symbol	ensembl
AC144831.3	ENSG00000274370
AC144831.1	ENSG00000261888
AC139099.7	ENSG00000279143
AC139099.4	ENSG00000262898
AC139099.6	ENSG00000262952
AC139099.5	ENSG00000262094
AC139099.3	ENSG00000232938
AP005530.1	ENSG00000262352
AP005530.2	ENSG00000263305
FAM166AP6	ENSG00000262181
RP11-683L23.1	ENSG00000173213
RP11-683L23.7	ENSG00000282965
IL9RP4	ENSG00000262081
RP11-683L23.6	ENSG00000274446
ROCK1P1	ENSG00000263006
MIR8078	ENSG00000277521
USP14	ENSG00000101557
THOC1	ENSG00000079134
RP11-705O1.8	ENSG00000263884
RP11-720L2.4	ENSG00000264514
COLEC12	ENSG00000158270
RP11-720L2.2	ENSG00000265477
RP11-14P20.1	ENSG00000264265
CETN1	ENSG00000177143
RN7SKP146	ENSG00000222174
CLUL1	ENSG00000079101
RP11-806L2.3	ENSG00000176912
RP11-806L2.2	ENSG00000266456
RP11-806L2.5	ENSG00000263727
TYMS	ENSG00000176890
ENOSF1	ENSG00000132199
RP11-806L2.6	ENSG00000265490
YES1	ENSG00000176105
RP11-769O8.1	ENSG00000266171
RP11-769O8.2	ENSG00000264339
RP11-769O8.3	ENSG00000264635
RNU1-109P	ENSG00000206687
RP11-672L10.6	ENSG00000273355
RP11-672L10.4	ENSG00000266575
RP11-672L10.5	ENSG00000264179
RP11-672L10.3	ENSG00000265671
RP11-672L10.2	ENSG00000265179
ADCYAP1	ENSG00000141433
RP11-672L10.1	ENSG00000259837
RP11-689C9.1	ENSG00000272461
RP11-78F17.1	ENSG00000263551
RP11-78F17.3	ENSG00000263505
COX6CP3	ENSG00000266251
LINC00470	ENSG00000132204
RN7SKP72	ENSG00000199197
RP11-288C17.3	ENSG00000263396
RP11-288C17.1	ENSG00000265417
RP11-476K15.1	ENSG00000266602
CTD-2015H3.2	ENSG00000266450
CTD-2015H3.1	ENSG00000264080
RP11-161I6.2	ENSG00000263745
CTD-2533G20.1	ENSG00000264189
METTL4	ENSG00000101574
RF01233	ENSG00000238575
RP11-715F3.2	ENSG00000266783
RP11-715F3.1	ENSG00000264150
NDC80	ENSG00000080986
AP005136.2	ENSG00000235422
RF00019	ENSG00000202224
RNU6-340P	ENSG00000200875
RP11-419P8.1	ENSG00000266405
SMCHD1	ENSG00000101596
RP11-703M24.5	ENSG00000266049
RF00019	ENSG00000207034
EMILIN2	ENSG00000132205
LPIN2	ENSG00000101577
RP11-737O24.5	ENSG00000272625
RP11-737O24.3	ENSG00000263606
RP11-737O24.2	ENSG00000265907
RP11-737O24.1	ENSG00000266397
RP11-737O24.4	ENSG00000264186
RP11-193E15.4	ENSG00000277447
RF00156	ENSG00000252258
MYOM1	ENSG00000101605
RNU7-25P	ENSG00000252353
RP13-270P17.2	ENSG00000265399
RP13-270P17.3	ENSG00000272688
MYL12A	ENSG00000101608
RP13-270P17.1	ENSG00000264235
MYL12B	ENSG00000118680
RP11-838N2.5	ENSG00000266578
RP11-838N2.3	ENSG00000259256
RPL31P59	ENSG00000240364
IGLJCOR18	ENSG00000265243
RPL21P127	ENSG00000243720
TGIF1	ENSG00000177426
RP11-838N2.8	ENSG00000263460
RP11-838N2.4	ENSG00000266835
DLGAP1	ENSG00000170579
RN7SL39P	ENSG00000241223
RP11-710M11.1	ENSG00000266373
RP11-874J12.2	ENSG00000177337
RP11-874J12.1	ENSG00000262001
RP11-874J12.4	ENSG00000266401
RP11-874J12.3	ENSG00000266513
RP11-340P19.1	ENSG00000263724
MIR6718	ENSG00000275518
RNU6-831P	ENSG00000207278
RP11-502P1.2	ENSG00000263878
GAPDHP66	ENSG00000250933
RP11-138C24.1	ENSG00000261520
RP11-138C24.2	ENSG00000264246
RP11-183C12.1	ENSG00000265545
RP11-172F10.1	ENSG00000266268
PPIAP14	ENSG00000264775
RP11-92G19.2	ENSG00000265514
RP11-190I17.4	ENSG00000215368
C18orf42	ENSG00000231824
RP11-190I17.2	ENSG00000266153
RP11-835E18.5	ENSG00000265091
LINC00526	ENSG00000264575
RP11-835E18.2	ENSG00000263753
RP11-835E18.4	ENSG00000265188
ZBTB14	ENSG00000198081
CTD-3096M3.1	ENSG00000264254
CTD-3096M3.2	ENSG00000266288
EPB41L3	ENSG00000082397
RP11-286N3.1	ENSG00000265316
RP11-286N3.2	ENSG00000264000
RP11-945C19.1	ENSG00000261738
MIR3976	ENSG00000272380
TMEM200C	ENSG00000206432
RP11-945C19.4	ENSG00000264449
L3MBTL4	ENSG00000154655
RP11-793A3.1	ENSG00000265487
RNU5F-3P	ENSG00000200637
RP11-793A3.2	ENSG00000266846
RP11-760N9.1	ENSG00000264707
MIR4317	ENSG00000283532
RP11-637N19.1	ENSG00000279885
RNU6-349P	ENSG00000199272
RPL6P27	ENSG00000235552
CTD-2124B20.2	ENSG00000266065
RP11-865B13.1	ENSG00000265944
CTD-2124B20.3	ENSG00000265174
RN7SL282P	ENSG00000243591
RP11-91I8.1	ENSG00000261627
RP11-91I8.2	ENSG00000279479
RP11-91I8.3	ENSG00000266441
ARHGAP28	ENSG00000088756
RP11-146G7.2	ENSG00000263797
LINC00668	ENSG00000265933
RP11-146G7.4	ENSG00000264127
RNU6-916P	ENSG00000251897
LAMA1	ENSG00000101680
RP11-781P6.1	ENSG00000265069
RP11-76K13.3	ENSG00000264475
MCART4P	ENSG00000263716
LRRC30	ENSG00000206422
RF00554	ENSG00000212626
PTPRM	ENSG00000173482
RP11-678G15.2	ENSG00000266767
RP11-678G15.1	ENSG00000264596
RF00012	ENSG00000199856
RP11-376P6.3	ENSG00000273368
RP11-789C17.3	ENSG00000266149
RP11-789C17.1	ENSG00000265413
RP11-789C17.5	ENSG00000263970
RFWD2P1	ENSG00000266613
RN7SL50P	ENSG00000242985
AP001793.1	ENSG00000229442
AKR1B1P6	ENSG00000225212
RAB12	ENSG00000206418
RP11-661O13.1	ENSG00000266708
RP11-674N23.2	ENSG00000263935
RP11-674N23.1	ENSG00000265962
MTCL1	ENSG00000168502
RF00019	ENSG00000252319
RP11-674N23.4	ENSG00000272788
RPS4XP19	ENSG00000242058
NDUFV2	ENSG00000178127
RP11-21J18.1	ENSG00000265257
RP11-143J12.3	ENSG00000263847
RP11-143J12.2	ENSG00000266053
ANKRD12	ENSG00000101745
RF00019	ENSG00000200883
RF00019	ENSG00000207092
RP11-888D10.4	ENSG00000273284
RP11-888D10.3	ENSG00000264964
TWSG1	ENSG00000128791
RP11-61L19.2	ENSG00000273335
RALBP1	ENSG00000017797
RP11-61L19.1	ENSG00000266805
RNU2-27P	ENSG00000251994
PPP4R1	ENSG00000154845
RP11-881L2.1	ENSG00000266541
RP11-692N5.1	ENSG00000263627
RNU6-903P	ENSG00000212572
KRT18P8	ENSG00000264644
RAB31	ENSG00000168461
RP11-692N5.2	ENSG00000266891
RP11-474N24.2	ENSG00000266127
RN7SL862P	ENSG00000242651
RNA5SP449	ENSG00000252680
RP11-474N24.5	ENSG00000265564
TXNDC2	ENSG00000168454
RP11-474N24.6	ENSG00000272799
VAPA	ENSG00000101558
RNA5SP450	ENSG00000223138
RP11-419J16.1	ENSG00000265554
RP11-138E9.2	ENSG00000264876
RP11-243E13.2	ENSG00000266102
RP11-243E13.1	ENSG00000260913
APCDD1	ENSG00000154856
NAPG	ENSG00000134265
RP11-883A18.3	ENSG00000265728
RP11-856M7.6	ENSG00000266604
RP11-856M7.7	ENSG00000264503
CCDC58P1	ENSG00000264311
RP11-856M7.4	ENSG00000264072
RP11-856M7.8	ENSG00000266470
PMM2P1	ENSG00000265038
RP11-856M7.1	ENSG00000260779
PIEZO2	ENSG00000154864
RP11-856M7.2	ENSG00000264843
RP11-21G15.1	ENSG00000264714
MIR6788	ENSG00000274838
RP11-513M1.1	ENSG00000263952
RP11-93H10.1	ENSG00000263682
RP11-128P17.2	ENSG00000267051
RP11-128P17.4	ENSG00000273119
RP11-128P17.3	ENSG00000267564
RP11-128P17.1	ENSG00000267425
RP11-712C7.1	ENSG00000267252
RP11-712C7.2	ENSG00000267371
SLC35G4	ENSG00000236396
RP11-677O4.5	ENSG00000267794
RP11-677O4.1	ENSG00000257513
RP11-677O4.6	ENSG00000267143
RP11-677O4.4	ENSG00000267773
MIR7153	ENSG00000283492
RP11-677O4.2	ENSG00000260759
GNAL	ENSG00000141404
RP11-677O4.7	ENSG00000267333
RP11-78A19.2	ENSG00000267455
CHMP1B	ENSG00000255112
RP11-78A19.3	ENSG00000267165
RP11-78A19.4	ENSG00000272703
MPPE1	ENSG00000154889
RP11-820I16.4	ENSG00000273141
RP11-820I16.1	ENSG00000267079
RP11-820I16.2	ENSG00000267661
IMPA2	ENSG00000141401
RP11-820I16.3	ENSG00000266955
RP11-703I16.1	ENSG00000267480
RP11-703I16.3	ENSG00000266995
RP11-703I16.2	ENSG00000267292
AP002414.1	ENSG00000212712
RP11-815J4.7	ENSG00000267533
RP11-815J4.6	ENSG00000256616
RP11-815J4.1	ENSG00000267722
RP11-815J4.5	ENSG00000267478
ANKRD62	ENSG00000181626
RNU6-324P	ENSG00000200827
RP11-815J4.4	ENSG00000267162
RP11-64C12.7	ENSG00000267116
RP11-64C12.5	ENSG00000279285
RP11-64C12.4	ENSG00000267643
RP11-64C12.3	ENSG00000267733
RP11-64C12.2	ENSG00000267076
RP11-64C12.6	ENSG00000267247
RP11-64C12.9	ENSG00000267663
CIDEA	ENSG00000176194
RP11-64C12.1	ENSG00000280302
RP11-64C12.8	ENSG00000267069
RNU6-170P	ENSG00000199702
TUBB6	ENSG00000176014
AFG3L2	ENSG00000141385
RNU7-129P	ENSG00000251937
PRELID3A	ENSG00000141391
RP11-861E21.1	ENSG00000267108
RP11-861E21.2	ENSG00000267199
SPIRE1	ENSG00000134278
RP11-861E21.3	ENSG00000267515
PSMG2	ENSG00000128789
CEP76	ENSG00000101624
RP11-973H7.3	ENSG00000267249
RP11-973H7.5	ENSG00000266961
RP11-973H7.4	ENSG00000260302
RF00019	ENSG00000201466
PTPN2	ENSG00000175354
RP11-773H22.1	ENSG00000267570
RP11-773H22.2	ENSG00000267336
SEH1L	ENSG00000085415
RP11-773H22.4	ENSG00000266969
CEP192	ENSG00000101639
RP11-807E13.3	ENSG00000267656
RP11-807E13.2	ENSG00000267032
RP11-794M8.2	ENSG00000267286
RP11-794M8.1	ENSG00000267239
LDLRAD4	ENSG00000168675
RP11-756J15.3	ENSG00000267177
RP11-756J15.1	ENSG00000279020
RP11-756J15.2	ENSG00000279275
RP11-691H4.3	ENSG00000267393
RP11-691H4.1	ENSG00000267690
MIR5190	ENSG00000266146
RP11-691H4.4	ENSG00000267694
RP11-53B2.1	ENSG00000267529
RP11-53B2.2	ENSG00000267702
RP11-53B2.5	ENSG00000267366
RP11-53B2.3	ENSG00000267136
RP11-53B2.6	ENSG00000272746
RP11-53B2.4	ENSG00000267503
MIR4526	ENSG00000263527
RP11-701H16.4	ENSG00000266954
FAM210A	ENSG00000177150
RP11-720L3.1	ENSG00000279962
RN7SL362P	ENSG00000242707
RNMT	ENSG00000101654
MC5R	ENSG00000176136
MC2R	ENSG00000185231
RP11-681N23.1	ENSG00000243779
RP11-411B10.7	ENSG00000279352
RP11-411B10.8	ENSG00000270469
ZNF519	ENSG00000175322
RP11-411B10.4	ENSG00000267756
RP11-411B10.2	ENSG00000267150
RP11-411B10.3	ENSG00000267356
RP11-411B10.6	ENSG00000267704
RP11-411B10.5	ENSG00000267324
RP11-681B3.3	ENSG00000175319
ANKRD20A5P	ENSG00000186481
RNU6-316P	ENSG00000212329
RHOT1P1	ENSG00000266145
RP11-681B3.4	ENSG00000283294
RP11-757O6.6	ENSG00000274214
RP11-757O6.2	ENSG00000265787
RP11-757O6.7	ENSG00000277743
RP11-757O6.4	ENSG00000265437
TERF1P2	ENSG00000187589
FEM1AP2	ENSG00000265296
LONRF2P1	ENSG00000266605
CTD-2594A10.3	ENSG00000265766
CTD-2594A10.4	ENSG00000266242
POTEC	ENSG00000183206
RNU6-1021P	ENSG00000200132
OR4K7P	ENSG00000265340
OR4K8P	ENSG00000266693
SNX19P3	ENSG00000264570
RP11-1157N2__A.2	ENSG00000273732
RP11-1157N2__A.1	ENSG00000276318
ANKRD30B	ENSG00000180777
RNU6-1210P	ENSG00000200645
RP11-1157N2__B.2	ENSG00000265737
MIR3156-2	ENSG00000265499
RP11-527H14.6	ENSG00000265786
RP11-527H14.5	ENSG00000264061
RP11-527H14.4	ENSG00000263618
RP11-527H14.2	ENSG00000266554
RP11-527H14.3	ENSG00000264301
RP11-527H14.1	ENSG00000263821
RP11-805F19.3	ENSG00000279042
RP11-805F19.4	ENSG00000266522
RP11-805F19.5	ENSG00000278923
RP11-805F19.2	ENSG00000263635
RP11-805F19.1	ENSG00000264880
RP11-454P7.3	ENSG00000265015
BNIP3P3	ENSG00000265631
RP11-454P7.1	ENSG00000266818
AP005901.1	ENSG00000215512
RNU6-721P	ENSG00000222087
ROCK1	ENSG00000067900
RP11-254G11.1	ENSG00000244527
RNU6-120P	ENSG00000251886
RP11-699A5.1	ENSG00000263748
RP11-699A5.2	ENSG00000265984
GREB1L	ENSG00000141449
RP11-296E23.2	ENSG00000265948
RP11-296E23.1	ENSG00000265751
RF00603	ENSG00000221139
ESCO1	ENSG00000141446
SNRPD1	ENSG00000167088
ABHD3	ENSG00000158201
RP11-13N13.5	ENSG00000264188
RP11-13N13.6	ENSG00000265656
MIR320C1	ENSG00000221493
MIB1	ENSG00000101752
RF01241	ENSG00000252677
RF00019	ENSG00000200750
RN7SL233P	ENSG00000242971
RF00045	ENSG00000199977
RP11-268I9.2	ENSG00000265142
MIR133A1	ENSG00000283927
MIR1-2	ENSG00000284453
RP11-268I9.1	ENSG00000243303
RP11-268I9.3	ENSG00000264149
RNU6-1038P	ENSG00000252325
RP11-268I9.4	ENSG00000264289
RNA5SP451	ENSG00000222520
RP11-595B24.1	ENSG00000265758
RP11-595B24.2	ENSG00000263588
RNU6ATAC20P	ENSG00000221363
RP11-627G18.3	ENSG00000266010
GATA6	ENSG00000141448
RP11-627G18.2	ENSG00000264012
RNU6-702P	ENSG00000201852
RP11-627G18.1	ENSG00000266283
RP11-627G18.4	ENSG00000264825
RP11-535A5.1	ENSG00000273348
CTAGE1	ENSG00000212710
RP11-863N1.4	ENSG00000270855
RP11-863N1.1	ENSG00000239490
RNU6-1032P	ENSG00000206827
RP11-739L10.1	ENSG00000265943
RP11-370A5.1	ENSG00000266850
RBBP8	ENSG00000101773
RP11-370A5.2	ENSG00000273232
UBE2CP2	ENSG00000265939
MIR4741	ENSG00000284331
RN7SL745P	ENSG00000242182
RF00019	ENSG00000223023
CABLES1	ENSG00000134508
TMEM241	ENSG00000134490
RP11-17J14.2	ENSG00000266495
RIOK3	ENSG00000101782
RF00019	ENSG00000199357
RP11-639E23.1	ENSG00000283084
C18orf8	ENSG00000141452
NPC1	ENSG00000141458
RF00019	ENSG00000199366
ANKRD29	ENSG00000154065
RPS10P27	ENSG00000267752
LAMA3	ENSG00000053747
RPL23AP77	ENSG00000267301
RP11-403A21.1	ENSG00000265752
TTC39C	ENSG00000168234
RP11-403A21.2	ENSG00000264745
RP11-403A21.3	ENSG00000265204
RP11-799B12.2	ENSG00000264924
RNU5A-6P	ENSG00000206863
RP11-799B12.1	ENSG00000279332
CABYR	ENSG00000154040
RP11-799B12.4	ENSG00000265750
OSBPL1A	ENSG00000141447
RNA5SP452	ENSG00000199874
RF00017	ENSG00000273524
RNU6-435P	ENSG00000206766
MIR320C2	ENSG00000212051
RP11-621L6.2	ENSG00000264365
RP11-621L6.3	ENSG00000273321
IMPACT	ENSG00000154059
RF00019	ENSG00000199636
RP11-178F10.1	ENSG00000265094
HRH4	ENSG00000134489
RP11-178F10.2	ENSG00000264695
RP11-178F10.3	ENSG00000266489
RP11-178F10.4	ENSG00000266181
RP11-449D8.1	ENSG00000265485
RP11-449D8.2	ENSG00000263553
RAC1P1	ENSG00000266520
RP11-449D8.3	ENSG00000266809
RP11-449D8.5	ENSG00000266573
RP11-958F21.1	ENSG00000264345
WBP2P1	ENSG00000229248
RP11-958F21.3	ENSG00000265552
ZNF521	ENSG00000198795
CTD-2576N18.1	ENSG00000279439
CTD-2006O16.2	ENSG00000264434
RN7SL97P	ENSG00000242216
RP11-737G21.1	ENSG00000264193
SS18	ENSG00000141380
RPS24P18	ENSG00000243925
PSMA8	ENSG00000154611
DHFRP1	ENSG00000188985
NPM1P2	ENSG00000266227
TAF4B	ENSG00000141384
FAM60BP	ENSG00000263829
RP11-25D3.1	ENSG00000266237
RP11-107K17.2	ENSG00000264911
RNU6-1289P	ENSG00000207160
RP11-107K17.1	ENSG00000263862
KCTD1	ENSG00000134504
RP11-9E17.1	ENSG00000277534
RP11-349H17.2	ENSG00000275805
MIR8057	ENSG00000276221
CIAPIN1P	ENSG00000263846
CHST9-AS1	ENSG00000260372
RP11-17A19.1	ENSG00000265369
RP11-17A19.2	ENSG00000263677
RF00012	ENSG00000275900
RP11-552O4.1	ENSG00000263382
RP11-552O4.2	ENSG00000266184
AQP4	ENSG00000171885
CHST9	ENSG00000154080
RP11-526I8.2	ENSG00000266549
RP11-57J16.1	ENSG00000265374
RP11-739N10.1	ENSG00000264151
RP11-26N15.2	ENSG00000264790
UBA52P9	ENSG00000244329
RP11-612A1.1	ENSG00000263611
RBM22P1	ENSG00000265097
PA2G4P3	ENSG00000263405
CDH2	ENSG00000170558
AC015933.2	ENSG00000227279
RP11-430E17.1	ENSG00000274578
ARIH2P1	ENSG00000266296
RP11-510D21.1	ENSG00000265994
RP11-510D21.2	ENSG00000271238
RNU6-408P	ENSG00000251719
CTD-2515C13.1	ENSG00000266479
CTD-2515C13.2	ENSG00000265980
RP11-784B15.1	ENSG00000264587
MIR302F	ENSG00000283218
RP11-675P14.1	ENSG00000266196
RP11-675P14.2	ENSG00000279734
RP11-25I11.1	ENSG00000265670
RNU6-857P	ENSG00000251702
DSC3	ENSG00000134762
DSC2	ENSG00000134755
RP11-408H20.2	ENSG00000265888
DSC1	ENSG00000134765
RP11-408H20.3	ENSG00000263698
DSG1	ENSG00000134760
RP11-534N16.1	ENSG00000266729
RNU6-167P	ENSG00000207019
DSG4	ENSG00000175065
RF00019	ENSG00000207240
DSG3	ENSG00000134757
RP11-650P15.1	ENSG00000266521
DSG2	ENSG00000046604
RP11-75N4.2	ENSG00000264859
TTR	ENSG00000118271
B4GALT6	ENSG00000118276
RP11-549B18.1	ENSG00000259985
RN7SKP44	ENSG00000200472
RP11-549B18.2	ENSG00000265158
RP11-549B18.3	ENSG00000263772
SLC25A52	ENSG00000141437
TRAPPC8	ENSG00000153339
RP11-210K20.2	ENSG00000263924
RP11-210K20.6	ENSG00000276486
RP11-210K20.5	ENSG00000276282
RNU6-1050P	ENSG00000222320
RP11-326K13.4	ENSG00000263823
PGDP1	ENSG00000265273
RP11-326K13.2	ENSG00000266105
RP11-326K13.3	ENSG00000280380
RNF125	ENSG00000101695
RP11-53I6.2	ENSG00000263917
RP11-326K13.5	ENSG00000274275
RP11-53I6.1	ENSG00000214917
RP11-53I6.3	ENSG00000265008
RNF138	ENSG00000134758
RP11-53I6.4	ENSG00000263393
GAREM1	ENSG00000141441
RNA5SP453	ENSG00000199373
MEP1B	ENSG00000141434
RP11-53I6.5	ENSG00000265279
RP11-344B2.3	ENSG00000263904
RF00019	ENSG00000222395
RP11-344B2.2	ENSG00000264982
AC021224.1	ENSG00000262477
HNRNPA1P7	ENSG00000215492
RP11-57G22.3	ENSG00000285095
WBP11P1	ENSG00000260389
RP11-386P4.1	ENSG00000263688
KLHL14	ENSG00000197705
AC012123.1	ENSG00000228835
RP11-57G22.1	ENSG00000243355
RP11-746B8.1	ENSG00000263765
CCDC178	ENSG00000166960
RP11-680N20.1	ENSG00000263450
RP11-258B16.1	ENSG00000267642
ASXL3	ENSG00000141431
NOL4	ENSG00000101746
RF00019	ENSG00000199204
RP11-379L18.2	ENSG00000280406
RP11-379L18.1	ENSG00000267746
RP11-379L18.3	ENSG00000278052
DTNA	ENSG00000134769
RP11-115P21.1	ENSG00000267585
RP11-138H11.1	ENSG00000268873
RP11-96A15.1	ENSG00000278464
MAPRE2	ENSG00000166974
RP11-294N21.2	ENSG00000280096
RP11-294N21.3	ENSG00000274400
ZNF397	ENSG00000186812
ZSCAN30	ENSG00000186814
RP11-158H5.2	ENSG00000279989
RP11-158H5.8	ENSG00000274184
RP11-158H5.7	ENSG00000268573
ZNF271P	ENSG00000257267
RP11-54G14.1	ENSG00000274918
ZNF24	ENSG00000172466
ZNF396	ENSG00000186496
RP11-322E11.1	ENSG00000239683
RP11-322E11.2	ENSG00000275512
RP11-322E11.5	ENSG00000267583
RP11-322E11.6	ENSG00000267140
INO80C	ENSG00000153391
RP11-322E11.3	ENSG00000279074
GALNT1	ENSG00000141429
MIR3975	ENSG00000283514
RP11-712P20.2	ENSG00000266965
RP11-873E20.1	ENSG00000267397
RP11-873E20.2	ENSG00000267797
MIR187	ENSG00000207797
MIR3929	ENSG00000265641
RP11-905K4.1	ENSG00000267627
C18orf21	ENSG00000141428
RP11-723J4.3	ENSG00000278986
RPRD1A	ENSG00000141425
SLC39A6	ENSG00000141424
ELP2	ENSG00000134759
RP11-49I11.1	ENSG00000260552
MOCOS	ENSG00000075643
RP11-49I11.4	ENSG00000274849
RP11-49I11.2	ENSG00000267404
RP11-49I11.3	ENSG00000267456
FHOD3	ENSG00000134775
TPGS2	ENSG00000134779
KIAA1328	ENSG00000150477
RP11-58G13.1	ENSG00000267039
RP11-95O2.1	ENSG00000267651
CELF4	ENSG00000101489
RP11-95O2.5	ENSG00000267707
RP11-797E24.3	ENSG00000267202
RP11-797E24.1	ENSG00000279678
RP11-1147P1.1	ENSG00000279543
MIR4318	ENSG00000266530
RP11-19F9.1	ENSG00000243516
RP11-687D19.1	ENSG00000268566
RN7SKP182	ENSG00000222704
RNU6-706P	ENSG00000253038
RP11-244M2.1	ENSG00000267374
RP11-1I2.1	ENSG00000283458
AC011139.1	ENSG00000175886
MIR924	ENSG00000283615
MIR5583-2	ENSG00000283645
MIR5583-1	ENSG00000266148
RNU6-1242P	ENSG00000212354
RP11-636O21.1	ENSG00000267413
RP11-636O21.2	ENSG00000283503
RP11-5A1.1	ENSG00000279034
RP11-653G8.2	ENSG00000261715
RP11-653G8.1	ENSG00000267664
RP11-142I20.1	ENSG00000267313
RP11-188I24.1	ENSG00000267652
AC011225.1	ENSG00000225253
PIK3C3	ENSG00000078142
RP11-687E1.2	ENSG00000276174
RP11-115N12.1	ENSG00000267088
RP11-21F16.1	ENSG00000267586
RNA5SP454	ENSG00000253040
RIT2	ENSG00000152214
SYT4	ENSG00000132872
RP11-789C7.1	ENSG00000278933
AC083760.1	ENSG00000267716
RNA5SP455	ENSG00000202060
CTC-782O7.2	ENSG00000267573
CTC-782O7.1	ENSG00000267337
RP11-815K11.1	ENSG00000277899
RP11-456K23.1	ENSG00000267414
SETBP1	ENSG00000152217
RP11-9H20.2	ENSG00000280365
MIR4319	ENSG00000265957
RP11-693M3.1	ENSG00000279319
RP11-846C15.2	ENSG00000267101
SLC14A2	ENSG00000132874
RP11-309E23.2	ENSG00000267097
RP11-749H17.1	ENSG00000266988
RP11-749H17.2	ENSG00000267354
RP11-116O18.1	ENSG00000266968
RP11-116O18.3	ENSG00000267193
SLC14A1	ENSG00000141469
RP11-618K16.4	ENSG00000267558
SIGLEC15	ENSG00000197046
EPG5	ENSG00000152223
PSTPIP2	ENSG00000152229
RN7SKP26	ENSG00000222179
RP11-8H2.1	ENSG00000267293
RNY4P37	ENSG00000252034
ATP5A1	ENSG00000152234
HAUS1	ENSG00000152240
RNU6-1278P	ENSG00000251939
C18orf25	ENSG00000152242
RNF165	ENSG00000141622
RP11-63I8.1	ENSG00000279829
LOXHD1	ENSG00000167210
ST8SIA5	ENSG00000101638
RP11-742D12.1	ENSG00000240983
RP11-742D12.2	ENSG00000270112
RP11-687F6.5	ENSG00000274776
PIAS2	ENSG00000078043
RP11-687F6.4	ENSG00000267587
RP11-776B3.1	ENSG00000279354
KATNAL2	ENSG00000167216
ELOA3D	ENSG00000274744
ELOA3C	ENSG00000275553
ELOA3B	ENSG00000278674
ELOA3	ENSG00000183791
ELOA2	ENSG00000206181
RP11-49K24.3	ENSG00000280212
RP11-49K24.4	ENSG00000266957
RP11-49K24.8	ENSG00000267724
HDHD2	ENSG00000167220
RP11-49K24.6	ENSG00000267228
RP11-49K24.5	ENSG00000267800
IER3IP1	ENSG00000134049
SKOR2	ENSG00000215474
RNU6-1131P	ENSG00000201825
CTD-2130O13.1	ENSG00000267761
MIR4527	ENSG00000266582
RP11-157P23.1	ENSG00000279367
RP11-157P23.2	ENSG00000261307
CTD-2130O13.2	ENSG00000267156
RP11-767C4.1	ENSG00000267187
SMAD2	ENSG00000175387
RP11-380M21.2	ENSG00000267541
RP11-380M21.1	ENSG00000279707
RP11-380M21.4	ENSG00000269365
RP11-380M21.3	ENSG00000279366
ZBTB7C	ENSG00000184828
RP11-246E12.2	ENSG00000278891
RNU6-708P	ENSG00000206944
RP11-735D6.2	ENSG00000280197
RNA5SP456	ENSG00000200872
RP11-23B5.2	ENSG00000277907
RP11-23B5.1	ENSG00000266984
CTIF	ENSG00000134030
RP11-426J5.3	ENSG00000278983
RP11-426J5.1	ENSG00000279629
MIR4743	ENSG00000266276
RP11-426J5.2	ENSG00000267762
RP11-46D1.2	ENSG00000279250
RP11-484L8.1	ENSG00000267764
SMAD7	ENSG00000101665
RP11-1058N17.1	ENSG00000266905
RP11-15F12.6	ENSG00000280335
RP11-15F12.1	ENSG00000264269
DYM	ENSG00000141627
MIR4744	ENSG00000263849
RP11-15F12.3	ENSG00000265128
RP11-30L3.2	ENSG00000266696
RP11-110H1.9	ENSG00000263895
RP11-110H1.1	ENSG00000264971
C18orf32	ENSG00000177576
RPL17-C18orf32	ENSG00000215472
RP11-110H1.4	ENSG00000263916
MIR1539	ENSG00000265496
MIR1539	ENSG00000284239
RPL17	ENSG00000265681
SNORD58C	ENSG00000202093
SNORD58A	ENSG00000206602
SNORD58B	ENSG00000271982
SRP72P1	ENSG00000265182
RP11-110H1.8	ENSG00000264464
LIPG	ENSG00000101670
RP11-813F20.1	ENSG00000267444
RP11-813F20.2	ENSG00000267674
ACAA2	ENSG00000167315
RP11-886H22.1	ENSG00000266997
SCARNA17	ENSG00000267322
SCARNA17	ENSG00000251992
RF00283	ENSG00000252139
MYO5B	ENSG00000167306
RF00019	ENSG00000201668
RNA5SP457	ENSG00000200527
RP11-813F20.4	ENSG00000267196
RP11-694H12.1	ENSG00000267511
RP11-689E3.2	ENSG00000267591
MIR4320	ENSG00000283343
RN7SL310P	ENSG00000240663
CFAP53	ENSG00000172361
RP11-699C17.1	ENSG00000277310
MBD1	ENSG00000141644
CXXC1	ENSG00000154832
RP11-1030E3.1	ENSG00000267695
RP11-1030E3.2	ENSG00000274930
RNA5SP458	ENSG00000251997
SKA1	ENSG00000154839
RPLP0P11	ENSG00000239780
MAPK4	ENSG00000141639
RP11-10I6.2	ENSG00000267713
MRO	ENSG00000134042
RP11-54A1.2	ENSG00000267233
RPL17P46	ENSG00000239689
ME2	ENSG00000082212
RF00019	ENSG00000200752
ELAC1	ENSG00000141642
RP11-729L2.2	ENSG00000267699
SMAD4	ENSG00000141646
SRSF10P1	ENSG00000267717
MEX3C	ENSG00000176624
RNU1-46P	ENSG00000207154
RP11-267C16.1	ENSG00000227115
RP11-267C16.3	ENSG00000266201
RP11-267C16.2	ENSG00000266003
RSL24D1P9	ENSG00000265402
RP11-440L16.1	ENSG00000265712
RPS8P3	ENSG00000215457
RP11-25O3.1	ENSG00000266335
DCC	ENSG00000187323
RP11-7K9.2	ENSG00000280098
VN1R76P	ENSG00000273762
