Kids_First_Biospecimen_ID	bed_to_use
TARGET-40-PALKGN-01A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PALKGN-10A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PALWWX-01A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PALWWX-10A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PALZGU-01A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PALZGU-10A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PAMEKS-01A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PAMEKS-10A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PAMHLF-01A-01Y	S02972011_Covered_hg38_100.bed
TARGET-40-PAMHLF-01A-02D	S02972011_Covered_hg38_100.bed
TARGET-40-PAMHLF-10A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PAMHYN-01A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PAMHYN-10A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PAMJXS-01A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PAMJXS-10A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PAMLKS-01A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PAMLKS-10A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PAMRHD-01A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PAMRHD-10A-01Y	S02972011_Covered_hg38_100.bed
TARGET-40-PAMTCM-01A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PAMTCM-10A-01Y	S02972011_Covered_hg38_100.bed
TARGET-40-PAMYYJ-01A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PAMYYJ-10A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PANGPE-01A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PANGPE-10A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PANGRW-01A-02D	S02972011_Covered_hg38_100.bed
TARGET-40-PANGRW-10A-01Y	S02972011_Covered_hg38_100.bed
TARGET-40-PANMIG-01A-01Y	S02972011_Covered_hg38_100.bed
TARGET-40-PANMIG-01A-02D	S02972011_Covered_hg38_100.bed
TARGET-40-PANMIG-10A-01Y	S02972011_Covered_hg38_100.bed
TARGET-40-PANPUM-01A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PANPUM-10A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PANSEN-01A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PANSEN-10A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PANVJJ-01A-01Y	S02972011_Covered_hg38_100.bed
TARGET-40-PANVJJ-10A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PANXSC-01A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PANXSC-10A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PANZHX-01A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PANZHX-10A-01Y	S02972011_Covered_hg38_100.bed
TARGET-40-PANZZJ-01A-01Y	S02972011_Covered_hg38_100.bed
TARGET-40-PANZZJ-10A-01Y	S02972011_Covered_hg38_100.bed
TARGET-40-PAPFLB-01A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PAPFLB-10A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PAPIJR-01A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PAPIJR-10A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PAPKWD-01A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PAPKWD-10A-01Y	S02972011_Covered_hg38_100.bed
TARGET-40-PAPNVD-01A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PAPNVD-10A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PAPWWC-01A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PAPWWC-10A-01Y	S02972011_Covered_hg38_100.bed
TARGET-40-PAPXGT-01A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PAPXGT-10A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PARBGW-01A-01Y	S02972011_Covered_hg38_100.bed
TARGET-40-PARBGW-10A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PARDAX-01A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PARDAX-10A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PARFTG-01A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PARFTG-10A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PARGTM-01A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PARGTM-10A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PARJXU-01A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PARJXU-10A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PARKAF-01A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PARKAF-10A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PASEBY-01A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PASEBY-10A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PASEFS-01A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PASEFS-10A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PASFCV-01A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PASFCV-10A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PASKZZ-01A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PASKZZ-10A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PASNZV-01A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PASNZV-10A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PASRNE-01A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PASRNE-10A-01Y	S02972011_Covered_hg38_100.bed
TARGET-40-PASSLM-01A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PASSLM-10A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PASUUH-01A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PASUUH-10A-01Y	S02972011_Covered_hg38_100.bed
TARGET-40-PASYUK-01A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PASYUK-10A-01Y	S02972011_Covered_hg38_100.bed
TARGET-40-PATAWV-01A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PATAWV-10A-01Y	S02972011_Covered_hg38_100.bed
TARGET-40-PATEEM-01A-01Y	S02972011_Covered_hg38_100.bed
TARGET-40-PATEEM-10A-01Y	S02972011_Covered_hg38_100.bed
TARGET-40-PATJVI-01A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PATJVI-10A-01Y	S02972011_Covered_hg38_100.bed
TARGET-40-PATMIF-01A-01Y	S02972011_Covered_hg38_100.bed
TARGET-40-PATMIF-10A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PATMPU-01A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PATMPU-10A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PATMXR-01A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PATMXR-10A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PATPBS-01A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PATPBS-10A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PATUXZ-01A-01D	S02972011_Covered_hg38_100.bed
TARGET-40-PATUXZ-10A-01D	S02972011_Covered_hg38_100.bed
TARGET-10-PANSIZ-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANSIZ-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANSTA-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANSTA-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANSYA-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANSYA-10A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANTCR-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANTCR-10A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANTLF-03A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANTLF-10A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANTRY-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANTRY-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANTTB-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANTTB-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANTUZ-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANTUZ-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANTVC-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANTVC-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANTWC-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANTWC-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANTXA-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANTXA-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANTYP-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANTYP-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANTZE-09B-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANTZE-10A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANUSL-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANUSL-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANUYZ-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANUYZ-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANVAW-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANVAW-10A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANVCM-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANVCM-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANVDH-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANVDH-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANVDV-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANVDV-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANVFF-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANVFF-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANVIB-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANVIB-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANVIC-03A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANVIC-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANVJI-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANVJI-10A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANVKF-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANVKF-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANVKH-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANVKH-10A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANVMT-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANVMT-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANVTB-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANVTB-10A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANVUU-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANVUU-10A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANVXF-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANVXF-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANWDL-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANWDL-10A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANWDN-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANWDN-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANWDS-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANWDS-10A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANWGG-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANWGG-10A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANWIM-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANWIM-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANWJR-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANWJR-10A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANWKM-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANWKM-10A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANWZG-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANWZG-10A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANXAM-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANXAM-10A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANXCX-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANXCX-10A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANXEE-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANXEE-10A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANXGD-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANXGD-10A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANXGM-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANXGM-10A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANXLP-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANXLP-10A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANXLR-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANXLR-10A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANXSF-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANXSF-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANXTP-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANXTP-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANYZE-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANYZE-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANZEG-03A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANZEG-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANZFN-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANZFN-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANZGN-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANZGN-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANZUI-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANZUI-10A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANZYY-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANZYY-10A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANZZI-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PANZZI-10A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPADT-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPADT-10A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPAGB-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPAGB-10A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPAGS-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPAGS-10A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPAGV-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPAGV-10A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPAKJ-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPAKJ-10A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPAMH-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPAMH-10A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPANB-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPANB-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPAPC-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPAPC-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPAPX-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPAPX-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPART-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPART-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPAVR-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPAVR-10A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPAXH-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPAXH-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPAZA-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPAZA-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPAZD-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPAZD-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPBAI-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPBAI-10A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPBAN-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPBAN-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPBCK-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPBCK-10A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPBLU-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPBLU-10A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPBYM-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPBYM-10A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPBZW-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPBZW-10A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPCED-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPCED-10A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPCJR-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPCJR-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPCNP-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPCNP-10A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPCPB-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPCPB-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPCRU-03A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPCRU-10A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPCVI-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPCVI-10A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPCVR-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPCVR-10A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPDCS-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPDCS-10A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPDDA-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPDDA-10A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPDFS-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPDFS-10A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPDHA-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPDHA-10A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPDKD-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPDKD-10A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPDKR-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPDKR-10A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPDLN-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPDLN-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPDMU-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPDMU-10A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPDSW-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPDSW-10A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPDUV-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPDUV-10A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPDUX-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPDUX-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPDVG-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPDVG-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPEJA-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPEJA-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPEJL-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPEJL-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPEJM-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPEJM-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPEJN-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPEJN-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPEMZ-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPEMZ-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPERN-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPERN-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPERU-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPERU-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPERW-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPERW-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPESY-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPESY-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPESZ-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPESZ-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPETC-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPETC-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPEZR-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPEZR-10A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPFAT-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPFAT-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPFBR-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPFBR-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPFBX-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPFBX-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPFFW-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPFFW-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPFHH-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPFHH-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPFHR-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPFHR-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPFHX-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPFHX-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPFIX-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPFIX-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPFKA-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPFKA-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPFNV-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPFNV-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPFPZ-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPFPZ-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPFTJ-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPFTJ-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPFUF-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPFUF-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPFZF-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPFZF-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPFZL-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPFZL-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPFZX-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPFZX-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPGEE-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPGEE-10A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPGFD-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPGFD-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPGKP-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPGKP-10A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPGLS-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPGLS-10A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPGMT-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPGMT-10A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPGWN-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPGWN-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPHAM-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPHAM-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPHBW-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPHBW-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPHCA-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPHCA-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPHDN-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPHDN-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPHDX-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPHDX-10A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPHED-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPHED-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPHHP-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPHHP-10A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPHJF-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPHJF-14A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPHLH-09A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPHLH-10A-01D	S04380110_Regions_hg38_100.bed
TARGET-10-PAPHNM-09A-01D	S04380110_Regions_hg38_100.bed
